,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents' advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Interested in Math
335,5,4,5,5,3,3,1,4,2,few hours a day,3,17,1,male,city,FALSE
336,5,4,5,1,5,4,5,2,4,few hours a day,5,17,1,male,city,TRUE
337,5,5,5,3,4,5,3,2,1,few hours a day,1,17,2,male,city,TRUE
338,5,2,5,2,3,1,2,4,3,few hours a day,1,15,3,female,city,FALSE
339,5,1,5,5,1,5,2,3,4,few hours a day,2,18,2,female,city,FALSE
340,5,1,4,5,1,1,5,2,3,few hours a day,4,18,2,female,village,FALSE
341,5,5,5,3,1,2,5,5,2,most of the day,1,16,1,male,village,FALSE
342,5,3,3,2,4,5,5,2,4,most of the day,3,20,1,female,city,TRUE
343,5,1,4,2,1,5,3,3,4,less than an hour a day,3,29,2,female,city,FALSE
344,5,1,4,1,1,1,3,2,4,few hours a day,5,24,3,female,village,FALSE
345,4,3,4,3,3,4,1,3,3,less than an hour a day,4,18,0,female,city,FALSE
346,5,4,5,5,1,5,1,2,3,few hours a day,1,17,1,male,city,FALSE
347,5,2,5,2,2,1,2,4,3,most of the day,1,18,1,male,city,FALSE
348,5,2,5,3,3,4,5,3,3,few hours a day,2,16,1,male,city,FALSE
349,5,4,5,3,2,5,5,2,4,few hours a day,3,17,2,female,city,FALSE
350,2,2,5,2,2,3,1,2,3,most of the day,3,20,2,male,city,FALSE
351,5,1,5,3,5,5,5,3,4,few hours a day,4,16,1,female,village,TRUE
352,5,1,5,1,1,2,3,4,3,few hours a day,3,19,1,male,city,FALSE
353,5,1,5,4,2,3,3,4,4,few hours a day,3,18,1,female,city,FALSE
354,5,3,5,3,4,4,3,1,5,few hours a day,4,20,1,female,city,TRUE
355,5,2,5,4,4,1,5,3,5,few hours a day,4,19,1,male,city,TRUE
356,4,2,4,5,5,3,1,1,3,few hours a day,3,18,1,male,city,TRUE
357,5,3,4,1,3,5,5,3,4,few hours a day,2,21,0,male,city,FALSE
358,4,2,5,5,2,5,4,3,4,less than an hour a day,4,19,2,male,city,FALSE
359,5,2,5,5,1,5,5,3,3,few hours a day,1,20,2,female,city,FALSE
360,5,1,5,4,5,2,2,4,4,few hours a day,3,23,1,female,city,TRUE
361,5,1,5,4,1,5,1,1,3,less than an hour a day,4,19,1,female,village,FALSE
362,5,2,5,5,1,3,5,3,4,few hours a day,5,19,2,female,city,FALSE
363,5,1,5,5,1,3,5,3,4,few hours a day,5,19,2,female,city,FALSE
364,2,2,5,3,2,1,4,4,4,few hours a day,4,20,2,male,city,FALSE
365,5,2,5,5,1,1,1,2,3,few hours a day,3,24,5,male,village,FALSE
366,5,3,5,1,5,1,1,3,5,most of the day,4,19,1,male,city,TRUE
367,5,3,5,5,1,3,1,3,4,few hours a day,5,20,2,male,village,FALSE
368,5,NaN,5,3,1,5,1,3,4,few hours a day,4,18,1,female,NaN,FALSE
369,5,5,4,4,4,5,2,2,3,less than an hour a day,4,17,1,male,village,TRUE
370,5,1,5,4,2,5,5,2,3,few hours a day,3,19,2,female,village,FALSE
371,5,2,5,2,5,3,2,1,3,few hours a day,3,19,4,female,village,TRUE
372,4,4,4,3,1,1,1,2,2,most of the day,3,20,2,male,city,FALSE
373,5,1,5,5,1,1,2,4,3,most of the day,4,20,0,male,city,FALSE
374,5,3,5,2,1,5,5,4,4,few hours a day,1,21,1,female,city,FALSE
375,5,NaN,5,2,3,1,5,2,3,few hours a day,4,20,2,female,city,FALSE
376,5,1,5,2,1,5,5,2,4,few hours a day,1,20,1,female,city,FALSE
377,5,1,5,3,5,4,1,4,3,few hours a day,3,17,0,female,village,TRUE
378,5,3,5,4,5,5,2,2,4,few hours a day,2,20,2,female,city,TRUE
379,5,2,5,3,3,3,2,3,4,few hours a day,3,25,2,male,city,FALSE
380,5,5,5,3,2,4,2,2,3,most of the day,4,20,1,female,city,FALSE
381,5,1,5,5,2,5,2,1,3,few hours a day,2,21,1,female,city,FALSE
382,5,4,5,4,1,5,5,2,4,few hours a day,2,21,0,female,village,FALSE
383,5,2,5,1,5,1,2,2,3,most of the day,3,22,1,male,city,TRUE
384,5,1,2,2,5,1,5,4,3,few hours a day,2,19,1,female,city,TRUE
385,5,3,5,3,3,1,1,3,2,few hours a day,2,25,1,male,city,FALSE
386,5,4,4,2,3,2,2,3,3,few hours a day,4,19,0,female,city,FALSE
387,5,2,5,2,2,5,1,3,3,few hours a day,4,25,2,female,city,FALSE
388,5,3,5,3,4,5,5,2,3,few hours a day,3,25,1,female,city,TRUE
389,5,1,5,2,2,3,2,3,5,few hours a day,4,21,0,female,city,FALSE
390,4,3,5,5,3,2,2,1,4,few hours a day,4,20,2,male,city,FALSE
391,4,1,4,4,4,2,3,3,4,few hours a day,3,24,2,female,city,TRUE
392,5,2,5,3,3,1,3,4,3,less than an hour a day,4,30,2,female,city,FALSE
393,5,1,5,5,1,3,1,3,3,few hours a day,4,21,1,male,city,FALSE
394,5,1,4,1,4,3,5,3,1,few hours a day,3,27,3,male,city,TRUE
395,5,5,5,4,4,1,1,3,2,few hours a day,3,21,1,male,city,TRUE
396,5,2,2,2,4,1,4,4,4,few hours a day,3,16,0,female,city,TRUE
397,5,1,5,1,4,5,2,3,4,most of the day,3,21,1,female,village,TRUE
398,5,5,5,3,4,1,3,2,5,few hours a day,3,20,1,female,village,TRUE
399,5,1,5,5,4,5,1,1,2,less than an hour a day,3,22,1,female,city,TRUE
400,5,4,5,5,5,1,2,2,3,most of the day,3,19,1,male,village,TRUE
401,5,1,4,2,1,1,1,2,4,few hours a day,4,20,1,female,village,FALSE
402,5,3,5,5,1,5,1,4,4,most of the day,3,25,1,male,city,FALSE
403,2,1,4,2,2,4,1,4,3,less than an hour a day,2,23,2,male,village,FALSE
404,5,5,5,2,2,5,2,4,3,few hours a day,5,20,2,female,village,FALSE
405,4,2,4,5,2,3,3,3,4,few hours a day,3,20,1,female,city,FALSE
406,5,4,5,1,1,1,1,1,3,less than an hour a day,4,21,1,female,village,FALSE
407,5,2,5,4,2,5,4,2,3,less than an hour a day,3,19,1,female,city,FALSE
408,5,1,4,3,1,1,3,2,4,few hours a day,2,21,1,female,city,FALSE
409,5,4,5,1,3,3,5,5,2,few hours a day,3,16,0,female,city,FALSE
410,5,1,5,3,4,5,1,2,3,few hours a day,3,20,1,male,village,TRUE
411,5,2,5,5,1,3,5,2,4,few hours a day,2,18,0,female,city,FALSE
412,5,5,2,4,1,5,1,5,3,less than an hour a day,3,21,1,female,city,FALSE
413,5,3,5,4,3,4,3,3,3,few hours a day,3,21,2,male,village,FALSE
414,5,2,5,4,3,3,4,1,3,few hours a day,3,18,2,male,city,FALSE
415,5,3,5,1,1,1,5,5,3,few hours a day,1,19,1,female,village,FALSE
416,4,4,NaN,2,5,3,3,3,2,few hours a day,3,20,1,female,village,TRUE
417,5,1,5,4,5,5,4,5,3,most of the day,2,18,1,male,village,TRUE
418,5,1,5,1,1,5,5,2,3,less than an hour a day,3,18,1,female,village,FALSE
419,5,3,3,3,1,2,1,2,3,less than an hour a day,3,23,0,female,village,FALSE
420,5,1,5,5,1,2,3,2,4,few hours a day,3,20,1,female,village,FALSE
421,5,2,5,5,4,5,2,3,3,few hours a day,5,18,1,female,village,TRUE
422,5,5,5,4,1,5,5,3,4,few hours a day,4,28,1,female,city,FALSE
423,5,2,4,2,1,5,2,2,3,few hours a day,5,24,1,female,village,FALSE
424,5,5,5,3,1,5,5,3,3,few hours a day,2,19,2,female,city,FALSE
425,5,2,5,3,1,5,5,5,4,less than an hour a day,4,21,3,female,village,FALSE
426,5,1,4,1,1,1,5,1,2,less than an hour a day,3,22,1,female,city,FALSE
427,5,2,5,3,1,1,5,3,2,few hours a day,1,19,1,male,city,FALSE
428,5,3,5,2,2,5,4,4,4,few hours a day,4,18,2,female,city,FALSE
429,5,1,5,2,1,4,2,3,3,most of the day,3,21,0,female,city,FALSE
430,5,3,5,4,2,4,3,3,3,less than an hour a day,4,19,1,female,village,FALSE
431,4,5,5,2,5,3,3,3,4,few hours a day,5,19,2,male,village,TRUE
432,5,1,4,5,2,3,2,4,2,few hours a day,3,20,1,male,city,FALSE
433,5,2,5,3,5,1,1,3,3,few hours a day,3,19,3,female,city,TRUE
434,5,4,5,5,1,4,3,4,4,few hours a day,2,18,1,male,city,FALSE
435,5,1,4,2,1,5,5,3,4,few hours a day,2,18,1,female,city,FALSE
436,4,3,4,2,2,2,3,5,3,few hours a day,1,19,1,male,city,FALSE
437,5,4,5,1,1,1,5,3,3,few hours a day,3,18,0,female,city,FALSE
438,5,1,5,1,1,4,5,5,3,few hours a day,1,18,2,female,village,FALSE
439,5,4,5,4,3,1,1,1,4,few hours a day,4,19,1,male,city,FALSE
440,5,4,5,4,1,3,5,3,5,few hours a day,3,19,1,female,city,FALSE
441,5,1,5,1,2,5,1,3,3,few hours a day,3,19,1,female,city,FALSE
442,5,2,5,2,3,5,2,4,3,few hours a day,2,18,6,female,city,FALSE
443,4,3,4,5,3,1,1,4,4,few hours a day,3,18,3,female,village,FALSE
444,5,4,5,3,4,1,2,4,3,few hours a day,4,19,1,female,city,TRUE
445,5,1,5,4,1,5,5,2,4,few hours a day,3,20,1,female,city,FALSE
446,4,4,5,1,3,2,4,3,3,few hours a day,2,19,1,male,city,FALSE
447,3,1,4,5,3,4,4,4,5,less than an hour a day,5,26,3,female,village,FALSE
448,5,3,5,3,4,4,3,2,3,few hours a day,2,19,1,female,village,TRUE
449,5,1,5,2,3,NaN,4,3,3,few hours a day,5,19,1,female,village,FALSE
450,5,1,5,3,2,5,1,3,3,few hours a day,1,22,1,male,village,FALSE
451,5,3,4,3,2,3,2,1,4,less than an hour a day,4,20,1,male,village,FALSE
452,5,3,5,1,3,5,5,1,4,less than an hour a day,3,28,2,female,city,FALSE
453,5,1,5,2,2,3,4,3,3,few hours a day,5,19,1,female,village,FALSE
454,4,1,5,3,3,5,5,2,4,few hours a day,4,21,0,female,city,FALSE
455,5,4,5,1,2,3,4,4,5,less than an hour a day,3,19,1,female,village,FALSE
456,5,1,5,5,5,5,1,1,5,few hours a day,5,22,2,male,city,TRUE
457,5,4,5,3,5,2,2,3,3,few hours a day,5,19,2,male,city,TRUE
458,5,5,1,5,1,1,1,1,5,few hours a day,3,18,1,female,village,FALSE
459,4,3,5,2,1,2,2,3,4,less than an hour a day,4,19,0,female,city,FALSE
460,5,1,5,4,1,5,1,2,3,few hours a day,1,22,2,male,city,FALSE
461,5,2,4,3,3,3,1,3,3,few hours a day,3,29,3,male,village,FALSE
462,4,3,4,3,3,2,3,4,4,few hours a day,4,NaN,2,female,village,FALSE
463,5,1,5,1,3,4,2,5,3,less than an hour a day,3,18,0,female,city,FALSE
464,5,3,3,2,1,1,4,2,5,few hours a day,3,22,1,female,city,FALSE
465,5,2,5,5,2,1,1,1,4,less than an hour a day,4,17,1,female,city,FALSE
466,5,5,5,1,1,1,3,1,3,few hours a day,1,19,0,male,city,FALSE
467,4,2,5,1,3,1,5,2,4,few hours a day,4,20,1,female,village,FALSE
468,5,2,3,3,4,4,2,2,4,few hours a day,3,18,1,female,village,TRUE
469,5,4,5,3,3,1,1,4,2,most of the day,4,22,2,male,city,FALSE
470,4,1,4,4,2,2,1,3,4,few hours a day,5,19,1,female,village,FALSE
471,5,2,5,3,3,1,3,1,3,few hours a day,1,20,1,male,city,FALSE
472,3,1,3,2,5,2,1,5,3,few hours a day,3,25,1,male,village,TRUE
473,5,1,5,5,2,5,2,5,1,less than an hour a day,5,29,0,male,village,FALSE
474,5,5,5,3,5,5,3,2,4,few hours a day,3,19,1,male,village,TRUE
475,5,1,4,4,3,5,1,3,3,few hours a day,1,18,4,female,city,FALSE
476,5,1,5,3,1,5,2,3,3,few hours a day,3,20,2,female,city,FALSE
477,5,1,5,2,4,4,2,4,4,most of the day,3,18,3,female,city,TRUE
478,5,3,5,2,1,4,2,4,2,most of the day,3,30,3,male,city,FALSE
479,5,2,5,2,1,5,3,2,3,few hours a day,3,20,1,female,city,FALSE
480,5,4,5,3,3,5,2,3,4,few hours a day,3,21,2,female,city,FALSE
481,5,5,5,5,1,1,1,3,4,few hours a day,3,22,1,male,city,FALSE
482,3,1,5,4,4,5,2,1,3,few hours a day,4,22,2,male,city,TRUE
483,5,1,5,3,4,3,4,5,3,few hours a day,1,20,1,female,city,TRUE
484,5,2,5,4,4,1,5,3,3,few hours a day,2,20,1,female,city,TRUE
485,5,1,5,1,1,1,5,5,3,few hours a day,3,19,1,female,city,FALSE
486,3,2,5,4,3,1,5,2,2,few hours a day,2,28,1,female,city,FALSE
487,5,1,5,1,1,1,3,1,3,most of the day,1,19,3,female,village,FALSE
488,5,1,5,5,3,3,1,3,4,few hours a day,2,22,1,male,city,FALSE
489,5,1,5,5,1,2,5,1,3,few hours a day,4,20,2,female,village,FALSE
490,4,4,1,1,1,1,5,3,4,less than an hour a day,3,16,1,female,city,FALSE
491,5,1,5,2,2,2,5,3,3,less than an hour a day,3,19,1,female,city,FALSE
492,5,2,5,5,3,5,4,5,4,few hours a day,2,20,2,female,city,FALSE
493,5,2,5,3,2,5,2,2,3,most of the day,5,21,1,male,city,FALSE
494,5,1,5,2,4,1,1,3,4,few hours a day,3,19,1,female,city,TRUE
495,5,2,5,2,2,4,4,3,4,most of the day,4,20,2,female,city,FALSE
496,3,2,4,3,3,2,5,3,3,less than an hour a day,3,25,1,female,city,FALSE
497,5,1,3,3,1,1,1,1,2,less than an hour a day,3,20,1,female,city,FALSE
498,5,1,5,4,1,5,1,3,3,few hours a day,2,19,3,female,village,FALSE
499,5,3,5,3,2,1,1,2,3,most of the day,5,22,3,male,city,FALSE
500,5,4,5,4,3,5,2,4,4,few hours a day,3,19,2,female,city,FALSE
501,5,2,4,3,4,1,5,4,3,few hours a day,5,21,1,female,city,TRUE
502,5,3,5,2,3,1,3,2,4,most of the day,2,22,6,male,village,FALSE
503,5,5,5,4,5,3,4,3,3,few hours a day,5,28,1,female,city,TRUE
504,5,1,5,3,5,5,1,1,4,few hours a day,2,21,1,female,village,TRUE
505,5,1,5,2,3,1,1,2,3,few hours a day,2,20,3,male,village,FALSE
506,5,2,5,2,2,4,2,1,4,few hours a day,2,19,1,male,city,FALSE
507,5,1,4,3,2,3,5,4,3,few hours a day,3,21,1,female,village,FALSE
508,5,1,5,3,1,3,4,2,4,few hours a day,4,20,0,male,village,FALSE
509,4,4,4,5,1,4,1,1,5,few hours a day,4,16,1,female,village,FALSE
510,5,2,4,3,3,5,1,2,3,less than an hour a day,3,22,1,male,village,FALSE
511,5,1,5,2,4,4,2,3,4,few hours a day,4,19,2,male,city,TRUE
512,5,4,4,1,1,1,5,1,4,few hours a day,5,22,1,female,village,FALSE
513,5,3,4,2,5,4,1,3,3,most of the day,4,20,0,male,village,TRUE
514,5,1,5,3,1,2,4,3,3,few hours a day,4,22,0,male,city,FALSE
515,5,1,5,3,4,1,2,3,2,most of the day,5,19,1,male,city,TRUE
516,5,4,5,5,1,5,5,3,5,few hours a day,3,22,2,male,city,FALSE
517,5,4,5,4,2,2,1,1,4,few hours a day,3,17,1,female,village,FALSE
518,5,4,4,3,1,5,2,4,4,less than an hour a day,4,18,1,female,city,FALSE
519,5,4,4,4,2,2,1,2,3,few hours a day,1,19,1,male,city,FALSE
520,5,2,5,4,3,3,5,3,3,less than an hour a day,3,23,1,female,city,FALSE
521,5,3,5,3,1,4,1,4,3,few hours a day,1,20,0,female,city,FALSE
522,5,4,5,2,1,5,2,1,3,few hours a day,3,18,2,female,city,FALSE
523,5,3,5,2,NaN,4,1,3,3,few hours a day,1,19,3,male,village,FALSE
524,5,1,5,3,3,5,2,3,4,less than an hour a day,4,19,4,female,city,FALSE
525,3,1,4,3,3,4,1,4,3,few hours a day,3,28,2,female,village,FALSE
526,5,1,5,4,5,5,1,2,4,few hours a day,4,21,1,male,village,TRUE
527,4,2,4,2,5,5,3,1,3,few hours a day,4,23,1,female,city,TRUE
528,5,3,5,2,5,1,1,4,3,most of the day,3,20,2,male,city,TRUE
529,5,1,4,5,1,3,1,3,3,few hours a day,3,20,1,male,city,FALSE
530,5,1,4,5,3,2,3,3,2,most of the day,4,28,2,female,city,FALSE
531,5,1,5,5,3,1,2,4,1,few hours a day,3,22,1,male,village,FALSE
532,5,4,5,5,1,1,2,2,4,few hours a day,2,19,0,female,city,FALSE
533,5,3,5,3,3,1,1,4,3,few hours a day,3,21,3,male,city,FALSE
534,5,2,5,3,1,5,5,4,3,few hours a day,3,21,1,female,city,FALSE
535,5,4,5,3,3,5,1,3,3,few hours a day,1,17,2,male,village,FALSE
536,5,5,5,3,1,5,5,1,3,few hours a day,1,19,1,female,city,FALSE
537,5,2,5,4,2,1,2,2,3,few hours a day,3,25,3,male,city,FALSE
538,5,3,5,4,1,5,5,1,3,few hours a day,4,20,1,female,village,FALSE
539,5,1,5,5,1,1,4,5,3,most of the day,1,26,2,male,city,FALSE
540,5,3,5,3,3,5,3,3,3,few hours a day,3,21,0,male,city,FALSE
541,5,1,5,2,1,3,3,1,4,few hours a day,2,20,2,female,city,FALSE
542,5,2,5,4,2,2,4,3,3,most of the day,2,29,1,NaN,city,FALSE
543,5,4,5,3,2,2,4,3,4,most of the day,3,25,1,male,city,FALSE
544,5,1,5,3,1,5,1,5,4,few hours a day,1,21,2,male,city,FALSE
545,5,3,5,3,1,1,3,4,5,most of the day,3,20,3,male,village,FALSE
546,5,1,5,3,4,2,1,3,4,few hours a day,4,27,3,male,village,TRUE
547,5,1,5,5,1,4,1,1,4,few hours a day,3,21,2,male,village,FALSE
548,4,1,4,2,1,3,1,1,4,less than an hour a day,4,20,1,female,city,FALSE
549,5,4,4,2,1,2,2,3,3,less than an hour a day,3,NaN,1,female,village,FALSE
550,5,1,5,3,3,5,5,5,3,few hours a day,1,17,3,female,village,FALSE
551,5,1,3,4,3,1,5,2,4,less than an hour a day,2,16,NaN,female,village,FALSE
552,5,2,5,4,3,5,5,3,2,few hours a day,3,19,3,female,city,FALSE
553,3,3,4,2,3,5,5,3,3,few hours a day,2,18,1,female,village,FALSE
554,4,3,4,2,5,3,2,3,3,few hours a day,3,19,0,male,village,TRUE
555,5,2,4,1,1,3,1,4,2,few hours a day,1,21,1,female,village,FALSE
556,5,2,5,2,1,2,5,2,4,few hours a day,3,16,0,female,city,FALSE
557,5,1,5,5,1,5,5,3,4,few hours a day,4,20,2,female,city,FALSE
558,NaN,2,3,3,2,4,5,2,4,few hours a day,2,19,2,female,city,FALSE
559,5,1,5,1,1,2,1,5,3,most of the day,3,20,1,female,village,FALSE
560,5,2,3,1,1,5,1,4,4,less than an hour a day,4,16,2,female,village,FALSE
561,5,4,4,4,2,3,2,3,4,less than an hour a day,5,20,1,male,city,FALSE
562,5,1,5,3,1,3,1,3,3,less than an hour a day,3,18,0,male,village,FALSE
563,5,2,5,5,1,4,4,1,4,few hours a day,1,20,1,male,village,FALSE
564,5,2,5,3,2,3,5,2,4,less than an hour a day,4,20,2,male,village,FALSE
565,5,3,5,1,2,2,5,5,3,few hours a day,3,16,2,female,city,FALSE
566,5,2,5,4,3,4,3,3,4,less than an hour a day,3,19,1,female,village,FALSE
567,5,2,4,1,3,2,1,3,2,few hours a day,2,19,1,male,city,FALSE
568,5,3,5,1,1,1,3,4,4,most of the day,3,23,1,female,city,FALSE
569,5,2,5,4,3,5,2,3,3,few hours a day,3,20,1,female,city,FALSE
570,5,1,5,4,1,3,1,3,3,few hours a day,3,23,4,male,village,FALSE
571,3,4,4,1,4,4,3,4,5,few hours a day,5,19,2,male,village,TRUE
572,5,1,4,2,3,5,2,2,4,few hours a day,5,22,3,female,city,FALSE
573,4,4,5,3,1,4,5,1,3,most of the day,1,17,3,male,city,FALSE
574,5,5,5,3,1,4,1,3,3,less than an hour a day,3,20,1,female,village,FALSE
575,5,2,4,2,2,4,2,4,2,less than an hour a day,4,21,1,female,city,FALSE
576,5,3,5,3,3,4,4,2,3,few hours a day,1,21,3,male,city,FALSE
577,5,2,5,3,4,5,5,2,2,few hours a day,3,19,1,female,city,TRUE
578,5,1,5,2,1,5,4,3,4,few hours a day,3,20,0,female,village,FALSE
579,5,5,5,5,5,2,2,4,3,most of the day,1,19,0,male,city,TRUE
580,5,3,5,3,2,NaN,1,1,3,few hours a day,5,21,0,male,city,FALSE
581,5,5,4,1,3,5,5,3,4,few hours a day,4,22,1,female,city,FALSE
582,3,4,5,5,3,1,4,3,2,few hours a day,5,22,3,male,city,FALSE
583,5,1,5,5,2,4,1,3,4,most of the day,3,22,1,male,city,FALSE
584,5,4,4,3,2,5,3,4,4,most of the day,2,28,1,female,city,FALSE
585,5,4,4,2,1,3,3,3,4,less than an hour a day,3,21,1,male,city,FALSE
586,5,5,5,4,1,4,3,NaN,3,few hours a day,2,21,2,male,village,FALSE
587,5,2,4,4,1,5,3,4,2,few hours a day,2,17,3,female,city,FALSE
588,5,1,5,3,1,3,5,2,3,less than an hour a day,2,21,1,female,city,FALSE
589,5,2,5,5,1,4,5,3,4,few hours a day,1,17,1,female,village,FALSE
590,5,1,5,4,5,4,1,3,4,few hours a day,2,28,1,male,city,TRUE
591,4,1,3,3,1,3,1,1,3,few hours a day,4,20,1,female,city,FALSE
592,5,4,4,3,1,5,1,3,4,few hours a day,3,19,0,female,city,FALSE
593,5,1,4,2,1,5,2,2,3,less than an hour a day,4,21,1,female,city,FALSE
594,5,1,4,5,2,1,1,5,1,few hours a day,2,23,1,male,city,FALSE
595,5,1,5,4,1,5,1,5,2,most of the day,1,17,1,male,village,FALSE
596,5,5,3,2,1,4,1,5,3,few hours a day,4,20,0,male,city,FALSE
597,5,3,5,2,2,2,1,2,4,less than an hour a day,3,19,1,male,city,FALSE
598,4,3,5,3,2,5,4,4,3,few hours a day,5,19,1,male,city,FALSE
599,5,3,5,4,4,2,2,2,4,few hours a day,2,19,1,male,city,TRUE
600,5,4,5,2,1,5,5,4,3,most of the day,3,18,0,female,city,FALSE
601,5,1,5,3,2,5,3,3,3,few hours a day,3,19,1,female,village,FALSE
602,4,3,5,4,2,3,3,2,3,few hours a day,5,22,1,male,village,FALSE
603,5,4,NaN,3,2,3,3,3,4,few hours a day,3,21,1,female,city,FALSE
604,5,1,5,5,1,5,5,5,3,few hours a day,3,21,1,female,city,FALSE
605,5,1,5,3,2,5,5,1,4,less than an hour a day,3,21,1,male,village,FALSE
606,4,1,5,2,2,4,1,4,4,few hours a day,4,22,1,male,village,FALSE
607,3,1,4,4,1,5,2,2,5,less than an hour a day,3,19,1,female,city,FALSE
608,3,1,5,5,5,4,2,1,2,few hours a day,3,25,1,male,city,TRUE
609,4,4,3,5,5,3,1,3,4,few hours a day,4,18,2,male,city,TRUE
610,5,3,4,2,2,1,5,3,2,few hours a day,3,20,1,male,city,FALSE
611,5,3,5,3,3,5,4,3,3,most of the day,2,18,0,female,city,FALSE
612,5,5,3,4,3,2,3,1,4,most of the day,3,23,2,male,village,FALSE
613,5,3,5,4,1,5,5,4,4,most of the day,2,18,1,female,city,FALSE
614,5,5,5,3,1,5,1,3,2,few hours a day,5,22,1,female,village,FALSE
615,5,3,5,2,2,2,1,3,4,few hours a day,1,20,0,male,city,FALSE
616,3,4,5,4,3,4,1,1,1,few hours a day,3,19,1,male,city,FALSE
617,5,1,4,3,1,1,1,3,5,most of the day,3,19,1,female,city,FALSE
618,5,1,5,5,1,1,3,5,4,most of the day,3,23,0,female,city,FALSE
619,5,2,5,3,5,1,3,2,3,few hours a day,2,27,4,male,city,TRUE
620,5,2,5,4,1,2,3,4,2,most of the day,1,20,2,male,city,FALSE
621,4,5,5,1,1,3,5,5,4,most of the day,3,20,3,NaN,city,FALSE
622,5,4,5,2,1,5,2,2,4,few hours a day,3,18,1,female,city,FALSE
623,5,1,5,5,1,3,1,4,3,few hours a day,1,21,3,male,city,FALSE
624,5,1,5,3,1,2,5,2,2,few hours a day,1,21,1,female,city,FALSE
625,5,2,5,2,3,5,5,1,3,few hours a day,4,19,1,female,city,FALSE
626,5,4,5,2,2,4,2,3,3,less than an hour a day,4,22,0,female,village,FALSE
627,5,2,5,3,3,1,3,3,3,less than an hour a day,5,20,1,female,city,FALSE
628,4,2,5,2,4,4,1,4,4,few hours a day,3,19,0,male,city,TRUE
629,5,3,5,2,1,5,3,3,4,few hours a day,1,20,0,female,city,FALSE
630,5,5,4,3,3,1,5,3,3,few hours a day,3,19,1,female,city,FALSE
631,5,3,5,3,4,5,4,2,3,few hours a day,2,18,1,female,village,TRUE
632,5,4,4,4,3,4,1,3,4,few hours a day,2,17,1,male,village,FALSE
633,5,1,5,1,1,3,1,1,3,less than an hour a day,2,21,2,male,city,FALSE
634,5,2,4,3,2,2,4,2,4,few hours a day,3,19,1,female,village,FALSE
635,4,1,4,4,1,2,3,3,4,less than an hour a day,3,25,1,female,city,FALSE
636,5,3,5,5,1,4,3,1,4,few hours a day,1,24,2,male,village,FALSE
637,5,2,NaN,4,5,5,1,2,3,less than an hour a day,2,29,1,male,village,TRUE
638,5,1,4,4,1,5,3,3,3,few hours a day,2,21,1,female,city,FALSE
639,5,1,5,2,3,1,3,5,3,few hours a day,3,18,1,male,city,FALSE
640,5,1,5,4,3,4,5,3,5,few hours a day,2,21,3,female,city,FALSE
641,5,3,5,2,2,3,2,4,3,most of the day,4,17,2,male,city,FALSE
642,4,3,4,3,4,5,1,5,4,most of the day,4,22,0,male,city,TRUE
643,5,2,5,4,2,5,2,2,4,few hours a day,4,18,2,female,village,FALSE
644,4,1,5,3,4,5,4,2,5,few hours a day,4,18,3,female,village,TRUE
645,5,5,4,5,3,5,1,3,4,few hours a day,4,23,1,male,village,FALSE
646,4,2,5,2,1,1,2,1,3,few hours a day,3,22,1,male,city,FALSE
647,5,1,5,5,1,5,3,3,3,most of the day,3,21,0,female,village,FALSE
648,5,2,5,2,2,2,4,2,3,few hours a day,3,23,3,female,city,FALSE
649,5,2,5,3,1,5,5,4,3,few hours a day,2,17,1,female,city,FALSE
650,5,3,5,3,4,5,2,4,2,few hours a day,3,20,1,male,city,TRUE
651,5,4,5,5,1,2,1,2,3,few hours a day,5,22,1,male,city,FALSE
652,4,1,5,3,4,1,4,5,4,few hours a day,4,21,0,male,city,TRUE
653,5,1,5,3,1,5,2,3,4,few hours a day,5,22,0,female,village,FALSE
654,4,3,4,4,3,4,4,3,3,few hours a day,4,24,2,male,village,FALSE
655,5,4,5,1,3,1,4,4,4,few hours a day,3,19,1,female,village,FALSE
656,5,1,5,5,5,5,5,3,NaN,few hours a day,3,18,1,female,city,TRUE
657,5,1,5,1,1,3,4,3,3,most of the day,3,24,1,female,city,FALSE
658,5,4,5,1,5,4,1,1,3,few hours a day,4,22,3,male,city,TRUE
659,5,1,2,2,3,2,1,5,3,few hours a day,4,20,1,male,village,FALSE
660,5,1,5,5,2,1,2,5,4,less than an hour a day,5,20,1,female,city,FALSE
661,5,2,3,4,2,4,2,2,3,few hours a day,2,19,1,female,city,FALSE
662,5,2,4,3,4,5,4,2,2,few hours a day,4,21,1,female,city,TRUE
663,5,2,4,4,3,1,2,3,3,no time at all,3,25,1,male,city,FALSE
664,5,1,5,3,1,2,2,2,4,few hours a day,4,28,1,female,village,FALSE
665,5,4,5,4,1,5,3,3,3,few hours a day,3,20,1,female,city,FALSE
666,5,1,4,3,1,5,2,5,3,few hours a day,2,20,2,female,city,FALSE
667,5,1,3,5,2,4,2,2,3,few hours a day,4,23,1,male,city,FALSE
668,5,1,4,2,4,2,2,4,2,few hours a day,3,27,1,male,city,TRUE
669,4,4,4,4,2,3,2,3,3,few hours a day,4,21,1,male,village,FALSE
670,5,2,3,3,2,4,1,3,3,few hours a day,3,23,1,female,city,FALSE
671,5,4,4,3,3,5,2,3,4,few hours a day,3,22,2,female,city,FALSE
