,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents' advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Age Category
336,5,4,5,1,5,4,5,2,4,few hours a day,5,17,1,male,city,Less than 21
337,5,5,5,3,4,5,3,2,1,few hours a day,1,17,2,male,city,Less than 21
338,5,2,5,2,3,1,2,4,3,few hours a day,1,15,3,female,city,Less than 21
339,5,1,5,5,1,5,2,3,4,few hours a day,2,18,2,female,city,Less than 21
340,5,1,4,5,1,1,5,2,3,few hours a day,4,18,2,female,village,Less than 21
341,5,5,5,3,1,2,5,5,2,most of the day,1,16,1,male,village,Less than 21
342,5,3,3,2,4,5,5,2,4,most of the day,3,20,1,female,city,Less than 21
343,5,1,4,2,1,5,3,3,4,less than an hour a day,3,29,2,female,city,21+
344,5,1,4,1,1,1,3,2,4,few hours a day,5,24,3,female,village,21+
345,4,3,4,3,3,4,1,3,3,less than an hour a day,4,18,0,female,city,Less than 21
346,5,4,5,5,1,5,1,2,3,few hours a day,1,17,1,male,city,Less than 21
347,5,2,5,2,2,1,2,4,3,most of the day,1,18,1,male,city,Less than 21
348,5,2,5,3,3,4,5,3,3,few hours a day,2,16,1,male,city,Less than 21
349,5,4,5,3,2,5,5,2,4,few hours a day,3,17,2,female,city,Less than 21
350,2,2,5,2,2,3,1,2,3,most of the day,3,20,2,male,city,Less than 21
351,5,1,5,3,5,5,5,3,4,few hours a day,4,16,1,female,village,Less than 21
352,5,1,5,1,1,2,3,4,3,few hours a day,3,19,1,male,city,Less than 21
353,5,1,5,4,2,3,3,4,4,few hours a day,3,18,1,female,city,Less than 21
354,5,3,5,3,4,4,3,1,5,few hours a day,4,20,1,female,city,Less than 21
355,5,2,5,4,4,1,5,3,5,few hours a day,4,19,1,male,city,Less than 21
356,4,2,4,5,5,3,1,1,3,few hours a day,3,18,1,male,city,Less than 21
357,5,3,4,1,3,5,5,3,4,few hours a day,2,21,0,male,city,21+
358,4,2,5,5,2,5,4,3,4,less than an hour a day,4,19,2,male,city,Less than 21
359,5,2,5,5,1,5,5,3,3,few hours a day,1,20,2,female,city,Less than 21
360,5,1,5,4,5,2,2,4,4,few hours a day,3,23,1,female,city,21+
361,5,1,5,4,1,5,1,1,3,less than an hour a day,4,19,1,female,village,Less than 21
362,5,2,5,5,1,3,5,3,4,few hours a day,5,19,2,female,city,Less than 21
363,5,1,5,5,1,3,5,3,4,few hours a day,5,19,2,female,city,Less than 21
364,2,2,5,3,2,1,4,4,4,few hours a day,4,20,2,male,city,Less than 21
365,5,2,5,5,1,1,1,2,3,few hours a day,3,24,5,male,village,21+
366,5,3,5,1,5,1,1,3,5,most of the day,4,19,1,male,city,Less than 21
367,5,3,5,5,1,3,1,3,4,few hours a day,5,20,2,male,village,Less than 21
368,5,NaN,5,3,1,5,1,3,4,few hours a day,4,18,1,female,NaN,Less than 21
369,5,5,4,4,4,5,2,2,3,less than an hour a day,4,17,1,male,village,Less than 21
370,5,1,5,4,2,5,5,2,3,few hours a day,3,19,2,female,village,Less than 21
371,5,2,5,2,5,3,2,1,3,few hours a day,3,19,4,female,village,Less than 21
372,4,4,4,3,1,1,1,2,2,most of the day,3,20,2,male,city,Less than 21
373,5,1,5,5,1,1,2,4,3,most of the day,4,20,0,male,city,Less than 21
374,5,3,5,2,1,5,5,4,4,few hours a day,1,21,1,female,city,21+
375,5,NaN,5,2,3,1,5,2,3,few hours a day,4,20,2,female,city,Less than 21
376,5,1,5,2,1,5,5,2,4,few hours a day,1,20,1,female,city,Less than 21
377,5,1,5,3,5,4,1,4,3,few hours a day,3,17,0,female,village,Less than 21
378,5,3,5,4,5,5,2,2,4,few hours a day,2,20,2,female,city,Less than 21
379,5,2,5,3,3,3,2,3,4,few hours a day,3,25,2,male,city,21+
380,5,5,5,3,2,4,2,2,3,most of the day,4,20,1,female,city,Less than 21
381,5,1,5,5,2,5,2,1,3,few hours a day,2,21,1,female,city,21+
382,5,4,5,4,1,5,5,2,4,few hours a day,2,21,0,female,village,21+
383,5,2,5,1,5,1,2,2,3,most of the day,3,22,1,male,city,21+
384,5,1,2,2,5,1,5,4,3,few hours a day,2,19,1,female,city,Less than 21
385,5,3,5,3,3,1,1,3,2,few hours a day,2,25,1,male,city,21+
386,5,4,4,2,3,2,2,3,3,few hours a day,4,19,0,female,city,Less than 21
387,5,2,5,2,2,5,1,3,3,few hours a day,4,25,2,female,city,21+
388,5,3,5,3,4,5,5,2,3,few hours a day,3,25,1,female,city,21+
389,5,1,5,2,2,3,2,3,5,few hours a day,4,21,0,female,city,21+
390,4,3,5,5,3,2,2,1,4,few hours a day,4,20,2,male,city,Less than 21
391,4,1,4,4,4,2,3,3,4,few hours a day,3,24,2,female,city,21+
392,5,2,5,3,3,1,3,4,3,less than an hour a day,4,30,2,female,city,21+
393,5,1,5,5,1,3,1,3,3,few hours a day,4,21,1,male,city,21+
394,5,1,4,1,4,3,5,3,1,few hours a day,3,27,3,male,city,21+
395,5,5,5,4,4,1,1,3,2,few hours a day,3,21,1,male,city,21+
396,5,2,2,2,4,1,4,4,4,few hours a day,3,16,0,female,city,Less than 21
397,5,1,5,1,4,5,2,3,4,most of the day,3,21,1,female,village,21+
398,5,5,5,3,4,1,3,2,5,few hours a day,3,20,1,female,village,Less than 21
399,5,1,5,5,4,5,1,1,2,less than an hour a day,3,22,1,female,city,21+
400,5,4,5,5,5,1,2,2,3,most of the day,3,19,1,male,village,Less than 21
401,5,1,4,2,1,1,1,2,4,few hours a day,4,20,1,female,village,Less than 21
402,5,3,5,5,1,5,1,4,4,most of the day,3,25,1,male,city,21+
403,2,1,4,2,2,4,1,4,3,less than an hour a day,2,23,2,male,village,21+
404,5,5,5,2,2,5,2,4,3,few hours a day,5,20,2,female,village,Less than 21
405,4,2,4,5,2,3,3,3,4,few hours a day,3,20,1,female,city,Less than 21
406,5,4,5,1,1,1,1,1,3,less than an hour a day,4,21,1,female,village,21+
407,5,2,5,4,2,5,4,2,3,less than an hour a day,3,19,1,female,city,Less than 21
408,5,1,4,3,1,1,3,2,4,few hours a day,2,21,1,female,city,21+
409,5,4,5,1,3,3,5,5,2,few hours a day,3,16,0,female,city,Less than 21
410,5,1,5,3,4,5,1,2,3,few hours a day,3,20,1,male,village,Less than 21
411,5,2,5,5,1,3,5,2,4,few hours a day,2,18,0,female,city,Less than 21
412,5,5,2,4,1,5,1,5,3,less than an hour a day,3,21,1,female,city,21+
413,5,3,5,4,3,4,3,3,3,few hours a day,3,21,2,male,village,21+
414,5,2,5,4,3,3,4,1,3,few hours a day,3,18,2,male,city,Less than 21
415,5,3,5,1,1,1,5,5,3,few hours a day,1,19,1,female,village,Less than 21
416,4,4,NaN,2,5,3,3,3,2,few hours a day,3,20,1,female,village,Less than 21
417,5,1,5,4,5,5,4,5,3,most of the day,2,18,1,male,village,Less than 21
418,5,1,5,1,1,5,5,2,3,less than an hour a day,3,18,1,female,village,Less than 21
419,5,3,3,3,1,2,1,2,3,less than an hour a day,3,23,0,female,village,21+
420,5,1,5,5,1,2,3,2,4,few hours a day,3,20,1,female,village,Less than 21
421,5,2,5,5,4,5,2,3,3,few hours a day,5,18,1,female,village,Less than 21
422,5,5,5,4,1,5,5,3,4,few hours a day,4,28,1,female,city,21+
423,5,2,4,2,1,5,2,2,3,few hours a day,5,24,1,female,village,21+
424,5,5,5,3,1,5,5,3,3,few hours a day,2,19,2,female,city,Less than 21
425,5,2,5,3,1,5,5,5,4,less than an hour a day,4,21,3,female,village,21+
426,5,1,4,1,1,1,5,1,2,less than an hour a day,3,22,1,female,city,21+
427,5,2,5,3,1,1,5,3,2,few hours a day,1,19,1,male,city,Less than 21
428,5,3,5,2,2,5,4,4,4,few hours a day,4,18,2,female,city,Less than 21
429,5,1,5,2,1,4,2,3,3,most of the day,3,21,0,female,city,21+
430,5,3,5,4,2,4,3,3,3,less than an hour a day,4,19,1,female,village,Less than 21
431,4,5,5,2,5,3,3,3,4,few hours a day,5,19,2,male,village,Less than 21
432,5,1,4,5,2,3,2,4,2,few hours a day,3,20,1,male,city,Less than 21
433,5,2,5,3,5,1,1,3,3,few hours a day,3,19,3,female,city,Less than 21
434,5,4,5,5,1,4,3,4,4,few hours a day,2,18,1,male,city,Less than 21
435,5,1,4,2,1,5,5,3,4,few hours a day,2,18,1,female,city,Less than 21
436,4,3,4,2,2,2,3,5,3,few hours a day,1,19,1,male,city,Less than 21
437,5,4,5,1,1,1,5,3,3,few hours a day,3,18,0,female,city,Less than 21
438,5,1,5,1,1,4,5,5,3,few hours a day,1,18,2,female,village,Less than 21
439,5,4,5,4,3,1,1,1,4,few hours a day,4,19,1,male,city,Less than 21
440,5,4,5,4,1,3,5,3,5,few hours a day,3,19,1,female,city,Less than 21
441,5,1,5,1,2,5,1,3,3,few hours a day,3,19,1,female,city,Less than 21
442,5,2,5,2,3,5,2,4,3,few hours a day,2,18,6,female,city,Less than 21
443,4,3,4,5,3,1,1,4,4,few hours a day,3,18,3,female,village,Less than 21
444,5,4,5,3,4,1,2,4,3,few hours a day,4,19,1,female,city,Less than 21
445,5,1,5,4,1,5,5,2,4,few hours a day,3,20,1,female,city,Less than 21
446,4,4,5,1,3,2,4,3,3,few hours a day,2,19,1,male,city,Less than 21
447,3,1,4,5,3,4,4,4,5,less than an hour a day,5,26,3,female,village,21+
448,5,3,5,3,4,4,3,2,3,few hours a day,2,19,1,female,village,Less than 21
449,5,1,5,2,3,NaN,4,3,3,few hours a day,5,19,1,female,village,Less than 21
450,5,1,5,3,2,5,1,3,3,few hours a day,1,22,1,male,village,21+
451,5,3,4,3,2,3,2,1,4,less than an hour a day,4,20,1,male,village,Less than 21
452,5,3,5,1,3,5,5,1,4,less than an hour a day,3,28,2,female,city,21+
453,5,1,5,2,2,3,4,3,3,few hours a day,5,19,1,female,village,Less than 21
454,4,1,5,3,3,5,5,2,4,few hours a day,4,21,0,female,city,21+
455,5,4,5,1,2,3,4,4,5,less than an hour a day,3,19,1,female,village,Less than 21
456,5,1,5,5,5,5,1,1,5,few hours a day,5,22,2,male,city,21+
457,5,4,5,3,5,2,2,3,3,few hours a day,5,19,2,male,city,Less than 21
458,5,5,1,5,1,1,1,1,5,few hours a day,3,18,1,female,village,Less than 21
459,4,3,5,2,1,2,2,3,4,less than an hour a day,4,19,0,female,city,Less than 21
460,5,1,5,4,1,5,1,2,3,few hours a day,1,22,2,male,city,21+
461,5,2,4,3,3,3,1,3,3,few hours a day,3,29,3,male,village,21+
462,4,3,4,3,3,2,3,4,4,few hours a day,4,NaN,2,female,village,21+
463,5,1,5,1,3,4,2,5,3,less than an hour a day,3,18,0,female,city,Less than 21
464,5,3,3,2,1,1,4,2,5,few hours a day,3,22,1,female,city,21+
465,5,2,5,5,2,1,1,1,4,less than an hour a day,4,17,1,female,city,Less than 21
466,5,5,5,1,1,1,3,1,3,few hours a day,1,19,0,male,city,Less than 21
467,4,2,5,1,3,1,5,2,4,few hours a day,4,20,1,female,village,Less than 21
468,5,2,3,3,4,4,2,2,4,few hours a day,3,18,1,female,village,Less than 21
469,5,4,5,3,3,1,1,4,2,most of the day,4,22,2,male,city,21+
470,4,1,4,4,2,2,1,3,4,few hours a day,5,19,1,female,village,Less than 21
471,5,2,5,3,3,1,3,1,3,few hours a day,1,20,1,male,city,Less than 21
472,3,1,3,2,5,2,1,5,3,few hours a day,3,25,1,male,village,21+
473,5,1,5,5,2,5,2,5,1,less than an hour a day,5,29,0,male,village,21+
474,5,5,5,3,5,5,3,2,4,few hours a day,3,19,1,male,village,Less than 21
475,5,1,4,4,3,5,1,3,3,few hours a day,1,18,4,female,city,Less than 21
476,5,1,5,3,1,5,2,3,3,few hours a day,3,20,2,female,city,Less than 21
477,5,1,5,2,4,4,2,4,4,most of the day,3,18,3,female,city,Less than 21
478,5,3,5,2,1,4,2,4,2,most of the day,3,30,3,male,city,21+
479,5,2,5,2,1,5,3,2,3,few hours a day,3,20,1,female,city,Less than 21
480,5,4,5,3,3,5,2,3,4,few hours a day,3,21,2,female,city,21+
481,5,5,5,5,1,1,1,3,4,few hours a day,3,22,1,male,city,21+
482,3,1,5,4,4,5,2,1,3,few hours a day,4,22,2,male,city,21+
483,5,1,5,3,4,3,4,5,3,few hours a day,1,20,1,female,city,Less than 21
484,5,2,5,4,4,1,5,3,3,few hours a day,2,20,1,female,city,Less than 21
485,5,1,5,1,1,1,5,5,3,few hours a day,3,19,1,female,city,Less than 21
486,3,2,5,4,3,1,5,2,2,few hours a day,2,28,1,female,city,21+
487,5,1,5,1,1,1,3,1,3,most of the day,1,19,3,female,village,Less than 21
488,5,1,5,5,3,3,1,3,4,few hours a day,2,22,1,male,city,21+
489,5,1,5,5,1,2,5,1,3,few hours a day,4,20,2,female,village,Less than 21
490,4,4,1,1,1,1,5,3,4,less than an hour a day,3,16,1,female,city,Less than 21
491,5,1,5,2,2,2,5,3,3,less than an hour a day,3,19,1,female,city,Less than 21
492,5,2,5,5,3,5,4,5,4,few hours a day,2,20,2,female,city,Less than 21
493,5,2,5,3,2,5,2,2,3,most of the day,5,21,1,male,city,21+
494,5,1,5,2,4,1,1,3,4,few hours a day,3,19,1,female,city,Less than 21
495,5,2,5,2,2,4,4,3,4,most of the day,4,20,2,female,city,Less than 21
496,3,2,4,3,3,2,5,3,3,less than an hour a day,3,25,1,female,city,21+
497,5,1,3,3,1,1,1,1,2,less than an hour a day,3,20,1,female,city,Less than 21
498,5,1,5,4,1,5,1,3,3,few hours a day,2,19,3,female,village,Less than 21
499,5,3,5,3,2,1,1,2,3,most of the day,5,22,3,male,city,21+
500,5,4,5,4,3,5,2,4,4,few hours a day,3,19,2,female,city,Less than 21
501,5,2,4,3,4,1,5,4,3,few hours a day,5,21,1,female,city,21+
502,5,3,5,2,3,1,3,2,4,most of the day,2,22,6,male,village,21+
503,5,5,5,4,5,3,4,3,3,few hours a day,5,28,1,female,city,21+
504,5,1,5,3,5,5,1,1,4,few hours a day,2,21,1,female,village,21+
505,5,1,5,2,3,1,1,2,3,few hours a day,2,20,3,male,village,Less than 21
506,5,2,5,2,2,4,2,1,4,few hours a day,2,19,1,male,city,Less than 21
507,5,1,4,3,2,3,5,4,3,few hours a day,3,21,1,female,village,21+
508,5,1,5,3,1,3,4,2,4,few hours a day,4,20,0,male,village,Less than 21
509,4,4,4,5,1,4,1,1,5,few hours a day,4,16,1,female,village,Less than 21
510,5,2,4,3,3,5,1,2,3,less than an hour a day,3,22,1,male,village,21+
511,5,1,5,2,4,4,2,3,4,few hours a day,4,19,2,male,city,Less than 21
512,5,4,4,1,1,1,5,1,4,few hours a day,5,22,1,female,village,21+
513,5,3,4,2,5,4,1,3,3,most of the day,4,20,0,male,village,Less than 21
514,5,1,5,3,1,2,4,3,3,few hours a day,4,22,0,male,city,21+
515,5,1,5,3,4,1,2,3,2,most of the day,5,19,1,male,city,Less than 21
516,5,4,5,5,1,5,5,3,5,few hours a day,3,22,2,male,city,21+
517,5,4,5,4,2,2,1,1,4,few hours a day,3,17,1,female,village,Less than 21
518,5,4,4,3,1,5,2,4,4,less than an hour a day,4,18,1,female,city,Less than 21
519,5,4,4,4,2,2,1,2,3,few hours a day,1,19,1,male,city,Less than 21
520,5,2,5,4,3,3,5,3,3,less than an hour a day,3,23,1,female,city,21+
521,5,3,5,3,1,4,1,4,3,few hours a day,1,20,0,female,city,Less than 21
522,5,4,5,2,1,5,2,1,3,few hours a day,3,18,2,female,city,Less than 21
523,5,3,5,2,NaN,4,1,3,3,few hours a day,1,19,3,male,village,Less than 21
524,5,1,5,3,3,5,2,3,4,less than an hour a day,4,19,4,female,city,Less than 21
525,3,1,4,3,3,4,1,4,3,few hours a day,3,28,2,female,village,21+
526,5,1,5,4,5,5,1,2,4,few hours a day,4,21,1,male,village,21+
527,4,2,4,2,5,5,3,1,3,few hours a day,4,23,1,female,city,21+
528,5,3,5,2,5,1,1,4,3,most of the day,3,20,2,male,city,Less than 21
529,5,1,4,5,1,3,1,3,3,few hours a day,3,20,1,male,city,Less than 21
530,5,1,4,5,3,2,3,3,2,most of the day,4,28,2,female,city,21+
531,5,1,5,5,3,1,2,4,1,few hours a day,3,22,1,male,village,21+
532,5,4,5,5,1,1,2,2,4,few hours a day,2,19,0,female,city,Less than 21
533,5,3,5,3,3,1,1,4,3,few hours a day,3,21,3,male,city,21+
534,5,2,5,3,1,5,5,4,3,few hours a day,3,21,1,female,city,21+
535,5,4,5,3,3,5,1,3,3,few hours a day,1,17,2,male,village,Less than 21
536,5,5,5,3,1,5,5,1,3,few hours a day,1,19,1,female,city,Less than 21
537,5,2,5,4,2,1,2,2,3,few hours a day,3,25,3,male,city,21+
538,5,3,5,4,1,5,5,1,3,few hours a day,4,20,1,female,village,Less than 21
539,5,1,5,5,1,1,4,5,3,most of the day,1,26,2,male,city,21+
540,5,3,5,3,3,5,3,3,3,few hours a day,3,21,0,male,city,21+
541,5,1,5,2,1,3,3,1,4,few hours a day,2,20,2,female,city,Less than 21
542,5,2,5,4,2,2,4,3,3,most of the day,2,29,1,NaN,city,21+
543,5,4,5,3,2,2,4,3,4,most of the day,3,25,1,male,city,21+
544,5,1,5,3,1,5,1,5,4,few hours a day,1,21,2,male,city,21+
545,5,3,5,3,1,1,3,4,5,most of the day,3,20,3,male,village,Less than 21
546,5,1,5,3,4,2,1,3,4,few hours a day,4,27,3,male,village,21+
547,5,1,5,5,1,4,1,1,4,few hours a day,3,21,2,male,village,21+
548,4,1,4,2,1,3,1,1,4,less than an hour a day,4,20,1,female,city,Less than 21
549,5,4,4,2,1,2,2,3,3,less than an hour a day,3,NaN,1,female,village,21+
550,5,1,5,3,3,5,5,5,3,few hours a day,1,17,3,female,village,Less than 21
551,5,1,3,4,3,1,5,2,4,less than an hour a day,2,16,NaN,female,village,Less than 21
552,5,2,5,4,3,5,5,3,2,few hours a day,3,19,3,female,city,Less than 21
553,3,3,4,2,3,5,5,3,3,few hours a day,2,18,1,female,village,Less than 21
554,4,3,4,2,5,3,2,3,3,few hours a day,3,19,0,male,village,Less than 21
555,5,2,4,1,1,3,1,4,2,few hours a day,1,21,1,female,village,21+
556,5,2,5,2,1,2,5,2,4,few hours a day,3,16,0,female,city,Less than 21
557,5,1,5,5,1,5,5,3,4,few hours a day,4,20,2,female,city,Less than 21
558,NaN,2,3,3,2,4,5,2,4,few hours a day,2,19,2,female,city,Less than 21
559,5,1,5,1,1,2,1,5,3,most of the day,3,20,1,female,village,Less than 21
560,5,2,3,1,1,5,1,4,4,less than an hour a day,4,16,2,female,village,Less than 21
561,5,4,4,4,2,3,2,3,4,less than an hour a day,5,20,1,male,city,Less than 21
562,5,1,5,3,1,3,1,3,3,less than an hour a day,3,18,0,male,village,Less than 21
563,5,2,5,5,1,4,4,1,4,few hours a day,1,20,1,male,village,Less than 21
564,5,2,5,3,2,3,5,2,4,less than an hour a day,4,20,2,male,village,Less than 21
565,5,3,5,1,2,2,5,5,3,few hours a day,3,16,2,female,city,Less than 21
566,5,2,5,4,3,4,3,3,4,less than an hour a day,3,19,1,female,village,Less than 21
567,5,2,4,1,3,2,1,3,2,few hours a day,2,19,1,male,city,Less than 21
568,5,3,5,1,1,1,3,4,4,most of the day,3,23,1,female,city,21+
569,5,2,5,4,3,5,2,3,3,few hours a day,3,20,1,female,city,Less than 21
570,5,1,5,4,1,3,1,3,3,few hours a day,3,23,4,male,village,21+
571,3,4,4,1,4,4,3,4,5,few hours a day,5,19,2,male,village,Less than 21
572,5,1,4,2,3,5,2,2,4,few hours a day,5,22,3,female,city,21+
573,4,4,5,3,1,4,5,1,3,most of the day,1,17,3,male,city,Less than 21
574,5,5,5,3,1,4,1,3,3,less than an hour a day,3,20,1,female,village,Less than 21
575,5,2,4,2,2,4,2,4,2,less than an hour a day,4,21,1,female,city,21+
576,5,3,5,3,3,4,4,2,3,few hours a day,1,21,3,male,city,21+
577,5,2,5,3,4,5,5,2,2,few hours a day,3,19,1,female,city,Less than 21
578,5,1,5,2,1,5,4,3,4,few hours a day,3,20,0,female,village,Less than 21
579,5,5,5,5,5,2,2,4,3,most of the day,1,19,0,male,city,Less than 21
580,5,3,5,3,2,NaN,1,1,3,few hours a day,5,21,0,male,city,21+
581,5,5,4,1,3,5,5,3,4,few hours a day,4,22,1,female,city,21+
582,3,4,5,5,3,1,4,3,2,few hours a day,5,22,3,male,city,21+
583,5,1,5,5,2,4,1,3,4,most of the day,3,22,1,male,city,21+
584,5,4,4,3,2,5,3,4,4,most of the day,2,28,1,female,city,21+
585,5,4,4,2,1,3,3,3,4,less than an hour a day,3,21,1,male,city,21+
586,5,5,5,4,1,4,3,NaN,3,few hours a day,2,21,2,male,village,21+
587,5,2,4,4,1,5,3,4,2,few hours a day,2,17,3,female,city,Less than 21
588,5,1,5,3,1,3,5,2,3,less than an hour a day,2,21,1,female,city,21+
589,5,2,5,5,1,4,5,3,4,few hours a day,1,17,1,female,village,Less than 21
590,5,1,5,4,5,4,1,3,4,few hours a day,2,28,1,male,city,21+
591,4,1,3,3,1,3,1,1,3,few hours a day,4,20,1,female,city,Less than 21
592,5,4,4,3,1,5,1,3,4,few hours a day,3,19,0,female,city,Less than 21
593,5,1,4,2,1,5,2,2,3,less than an hour a day,4,21,1,female,city,21+
594,5,1,4,5,2,1,1,5,1,few hours a day,2,23,1,male,city,21+
595,5,1,5,4,1,5,1,5,2,most of the day,1,17,1,male,village,Less than 21
596,5,5,3,2,1,4,1,5,3,few hours a day,4,20,0,male,city,Less than 21
597,5,3,5,2,2,2,1,2,4,less than an hour a day,3,19,1,male,city,Less than 21
598,4,3,5,3,2,5,4,4,3,few hours a day,5,19,1,male,city,Less than 21
599,5,3,5,4,4,2,2,2,4,few hours a day,2,19,1,male,city,Less than 21
600,5,4,5,2,1,5,5,4,3,most of the day,3,18,0,female,city,Less than 21
601,5,1,5,3,2,5,3,3,3,few hours a day,3,19,1,female,village,Less than 21
602,4,3,5,4,2,3,3,2,3,few hours a day,5,22,1,male,village,21+
603,5,4,NaN,3,2,3,3,3,4,few hours a day,3,21,1,female,city,21+
604,5,1,5,5,1,5,5,5,3,few hours a day,3,21,1,female,city,21+
605,5,1,5,3,2,5,5,1,4,less than an hour a day,3,21,1,male,village,21+
606,4,1,5,2,2,4,1,4,4,few hours a day,4,22,1,male,village,21+
607,3,1,4,4,1,5,2,2,5,less than an hour a day,3,19,1,female,city,Less than 21
608,3,1,5,5,5,4,2,1,2,few hours a day,3,25,1,male,city,21+
609,4,4,3,5,5,3,1,3,4,few hours a day,4,18,2,male,city,Less than 21
610,5,3,4,2,2,1,5,3,2,few hours a day,3,20,1,male,city,Less than 21
611,5,3,5,3,3,5,4,3,3,most of the day,2,18,0,female,city,Less than 21
612,5,5,3,4,3,2,3,1,4,most of the day,3,23,2,male,village,21+
613,5,3,5,4,1,5,5,4,4,most of the day,2,18,1,female,city,Less than 21
614,5,5,5,3,1,5,1,3,2,few hours a day,5,22,1,female,village,21+
615,5,3,5,2,2,2,1,3,4,few hours a day,1,20,0,male,city,Less than 21
616,3,4,5,4,3,4,1,1,1,few hours a day,3,19,1,male,city,Less than 21
617,5,1,4,3,1,1,1,3,5,most of the day,3,19,1,female,city,Less than 21
618,5,1,5,5,1,1,3,5,4,most of the day,3,23,0,female,city,21+
619,5,2,5,3,5,1,3,2,3,few hours a day,2,27,4,male,city,21+
620,5,2,5,4,1,2,3,4,2,most of the day,1,20,2,male,city,Less than 21
621,4,5,5,1,1,3,5,5,4,most of the day,3,20,3,NaN,city,Less than 21
622,5,4,5,2,1,5,2,2,4,few hours a day,3,18,1,female,city,Less than 21
623,5,1,5,5,1,3,1,4,3,few hours a day,1,21,3,male,city,21+
624,5,1,5,3,1,2,5,2,2,few hours a day,1,21,1,female,city,21+
625,5,2,5,2,3,5,5,1,3,few hours a day,4,19,1,female,city,Less than 21
626,5,4,5,2,2,4,2,3,3,less than an hour a day,4,22,0,female,village,21+
627,5,2,5,3,3,1,3,3,3,less than an hour a day,5,20,1,female,city,Less than 21
628,4,2,5,2,4,4,1,4,4,few hours a day,3,19,0,male,city,Less than 21
629,5,3,5,2,1,5,3,3,4,few hours a day,1,20,0,female,city,Less than 21
630,5,5,4,3,3,1,5,3,3,few hours a day,3,19,1,female,city,Less than 21
631,5,3,5,3,4,5,4,2,3,few hours a day,2,18,1,female,village,Less than 21
632,5,4,4,4,3,4,1,3,4,few hours a day,2,17,1,male,village,Less than 21
633,5,1,5,1,1,3,1,1,3,less than an hour a day,2,21,2,male,city,21+
634,5,2,4,3,2,2,4,2,4,few hours a day,3,19,1,female,village,Less than 21
635,4,1,4,4,1,2,3,3,4,less than an hour a day,3,25,1,female,city,21+
636,5,3,5,5,1,4,3,1,4,few hours a day,1,24,2,male,village,21+
637,5,2,NaN,4,5,5,1,2,3,less than an hour a day,2,29,1,male,village,21+
638,5,1,4,4,1,5,3,3,3,few hours a day,2,21,1,female,city,21+
639,5,1,5,2,3,1,3,5,3,few hours a day,3,18,1,male,city,Less than 21
640,5,1,5,4,3,4,5,3,5,few hours a day,2,21,3,female,city,21+
641,5,3,5,2,2,3,2,4,3,most of the day,4,17,2,male,city,Less than 21
642,4,3,4,3,4,5,1,5,4,most of the day,4,22,0,male,city,21+
643,5,2,5,4,2,5,2,2,4,few hours a day,4,18,2,female,village,Less than 21
644,4,1,5,3,4,5,4,2,5,few hours a day,4,18,3,female,village,Less than 21
645,5,5,4,5,3,5,1,3,4,few hours a day,4,23,1,male,village,21+
646,4,2,5,2,1,1,2,1,3,few hours a day,3,22,1,male,city,21+
647,5,1,5,5,1,5,3,3,3,most of the day,3,21,0,female,village,21+
648,5,2,5,2,2,2,4,2,3,few hours a day,3,23,3,female,city,21+
649,5,2,5,3,1,5,5,4,3,few hours a day,2,17,1,female,city,Less than 21
650,5,3,5,3,4,5,2,4,2,few hours a day,3,20,1,male,city,Less than 21
651,5,4,5,5,1,2,1,2,3,few hours a day,5,22,1,male,city,21+
652,4,1,5,3,4,1,4,5,4,few hours a day,4,21,0,male,city,21+
653,5,1,5,3,1,5,2,3,4,few hours a day,5,22,0,female,village,21+
654,4,3,4,4,3,4,4,3,3,few hours a day,4,24,2,male,village,21+
655,5,4,5,1,3,1,4,4,4,few hours a day,3,19,1,female,village,Less than 21
656,5,1,5,5,5,5,5,3,NaN,few hours a day,3,18,1,female,city,Less than 21
657,5,1,5,1,1,3,4,3,3,most of the day,3,24,1,female,city,21+
658,5,4,5,1,5,4,1,1,3,few hours a day,4,22,3,male,city,21+
659,5,1,2,2,3,2,1,5,3,few hours a day,4,20,1,male,village,Less than 21
660,5,1,5,5,2,1,2,5,4,less than an hour a day,5,20,1,female,city,Less than 21
661,5,2,3,4,2,4,2,2,3,few hours a day,2,19,1,female,city,Less than 21
662,5,2,4,3,4,5,4,2,2,few hours a day,4,21,1,female,city,21+
663,5,2,4,4,3,1,2,3,3,no time at all,3,25,1,male,city,21+
664,5,1,5,3,1,2,2,2,4,few hours a day,4,28,1,female,village,21+
665,5,4,5,4,1,5,3,3,3,few hours a day,3,20,1,female,city,Less than 21
666,5,1,4,3,1,5,2,5,3,few hours a day,2,20,2,female,city,Less than 21
667,5,1,3,5,2,4,2,2,3,few hours a day,4,23,1,male,city,21+
668,5,1,4,2,4,2,2,4,2,few hours a day,3,27,1,male,city,21+
669,4,4,4,4,2,3,2,3,3,few hours a day,4,21,1,male,village,21+
670,5,2,3,3,2,4,1,3,3,few hours a day,3,23,1,female,city,21+
671,5,4,4,3,3,5,2,3,4,few hours a day,3,22,2,female,city,21+
672,3,1,4,3,1,5,5,3,3,few hours a day,4,28,1,female,city,21+
673,4,1,4,3,1,5,4,4,3,less than an hour a day,4,22,2,female,city,21+
674,5,1,4,1,3,3,1,2,4,less than an hour a day,3,18,1,male,city,Less than 21
