,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents' advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Number of Siblings,,Feels Lonely
566,5,2,5,4,3,4,3,3,4,less than an hour a day,3,19,1,female,village,2-Jan,,FALSE
565,5,3,5,1,2,2,5,5,3,few hours a day,3,16,2,female,city,2-Jan,,TRUE
641,5,3,5,2,2,3,2,4,3,most of the day,4,17,2,male,city,2-Jan,,TRUE
564,5,2,5,3,2,3,5,2,4,less than an hour a day,4,20,2,male,village,2-Jan,,FALSE
643,5,2,5,4,2,5,2,2,4,few hours a day,4,18,2,female,village,2-Jan,,FALSE
645,5,5,4,5,3,5,1,3,4,few hours a day,4,23,1,male,village,2-Jan,,FALSE
646,4,2,5,2,1,1,2,1,3,few hours a day,3,22,1,male,city,2-Jan,,FALSE
0,5,1,5,1,3,4,1,3,4,few hours a day,3,20,1,female,village,2-Jan,,FALSE
764,5,1,5,3,2,2,5,2,4,less than an hour a day,4,19,2,female,village,2-Jan,,FALSE
712,5,1,5,1,1,3,5,1,4,few hours a day,3,20,1,female,village,2-Jan,,FALSE
897,5,2,4,2,4,3,2,2,3,few hours a day,2,23,2,male,city,2-Jan,,FALSE
898,5,1,5,4,1,3,2,2,3,less than an hour a day,3,28,2,female,village,2-Jan,,FALSE
899,5,1,3,4,3,5,1,3,3,few hours a day,2,20,2,male,city,2-Jan,,FALSE
900,5,1,4,2,2,3,2,3,4,few hours a day,3,21,1,male,city,2-Jan,,FALSE
901,4,1,5,4,1,5,5,2,4,less than an hour a day,4,22,1,female,city,2-Jan,,FALSE
903,5,1,3,5,5,3,1,2,4,few hours a day,4,19,1,male,city,2-Jan,,FALSE
904,3,1,5,3,2,1,1,2,4,few hours a day,3,24,1,female,city,2-Jan,,FALSE
905,5,3,5,5,1,2,1,1,3,few hours a day,4,23,1,male,city,2-Jan,,FALSE
906,5,5,5,5,1,1,3,3,4,less than an hour a day,2,21,2,female,city,2-Jan,,FALSE
907,5,1,4,2,2,2,3,3,1,most of the day,1,22,1,female,city,2-Jan,,FALSE
908,5,3,5,2,2,2,3,4,4,few hours a day,3,18,1,male,city,2-Jan,,TRUE
909,5,2,3,3,2,3,2,5,5,less than an hour a day,4,28,2,female,city,2-Jan,,TRUE
911,5,1,4,5,5,5,1,4,4,few hours a day,4,23,1,female,village,2-Jan,,TRUE
912,5,3,4,4,3,4,NaN,3,4,less than an hour a day,4,22,1,female,village,2-Jan,,FALSE
913,5,3,5,4,3,2,5,4,3,few hours a day,4,21,1,female,city,2-Jan,,TRUE
914,5,2,5,5,3,3,1,5,2,few hours a day,1,20,1,female,city,2-Jan,,TRUE
915,4,4,5,1,2,5,4,3,4,few hours a day,5,18,1,female,city,2-Jan,,FALSE
916,4,1,5,4,1,4,1,4,3,few hours a day,1,21,1,male,city,2-Jan,,TRUE
917,5,3,5,3,3,3,1,2,2,few hours a day,2,20,1,male,village,2-Jan,,FALSE
918,4,1,5,5,2,4,1,4,3,most of the day,4,21,1,female,village,2-Jan,,TRUE
919,5,1,5,5,2,1,2,3,4,few hours a day,2,21,1,female,city,2-Jan,,FALSE
896,5,1,5,4,1,3,2,2,3,few hours a day,4,22,1,male,village,2-Jan,,FALSE
920,4,1,3,3,1,1,3,1,3,few hours a day,3,20,2,female,city,2-Jan,,FALSE
895,4,3,4,2,1,4,3,3,3,few hours a day,3,16,1,male,village,2-Jan,,FALSE
892,5,1,5,3,4,2,3,2,3,few hours a day,3,19,1,male,city,2-Jan,,FALSE
866,4,1,3,5,2,3,1,3,2,most of the day,1,23,1,male,city,2-Jan,,FALSE
867,5,1,5,4,3,5,5,2,4,few hours a day,4,25,1,female,city,2-Jan,,FALSE
869,5,1,5,5,1,5,3,4,2,few hours a day,5,18,1,female,city,2-Jan,,TRUE
870,5,4,5,2,3,2,4,1,3,few hours a day,4,25,1,female,city,2-Jan,,FALSE
871,5,3,5,5,5,5,5,5,5,most of the day,1,21,1,male,village,2-Jan,,TRUE
872,5,4,5,2,1,2,2,3,3,few hours a day,3,20,1,male,village,2-Jan,,FALSE
874,5,3,5,3,1,4,2,2,4,few hours a day,4,18,1,female,city,2-Jan,,FALSE
875,5,4,5,1,1,5,1,3,3,few hours a day,1,20,2,female,village,2-Jan,,FALSE
876,5,3,5,2,5,4,2,4,3,few hours a day,5,19,1,male,city,2-Jan,,TRUE
877,5,1,5,4,3,2,1,3,5,few hours a day,4,22,2,male,city,2-Jan,,FALSE
880,5,4,5,3,1,4,2,2,4,few hours a day,4,18,1,female,city,2-Jan,,FALSE
881,5,1,5,5,1,5,4,3,2,few hours a day,4,18,1,female,city,2-Jan,,FALSE
882,5,4,5,3,1,1,1,3,4,few hours a day,2,16,1,female,city,2-Jan,,FALSE
883,5,3,5,4,1,1,1,4,4,few hours a day,4,19,2,female,village,2-Jan,,TRUE
884,5,4,5,3,4,5,5,4,3,few hours a day,1,19,1,female,city,2-Jan,,TRUE
886,5,2,5,1,4,1,1,2,2,few hours a day,2,21,1,male,city,2-Jan,,FALSE
887,4,3,2,2,3,3,3,3,3,less than an hour a day,4,19,1,male,city,2-Jan,,FALSE
888,5,2,5,4,1,5,3,2,4,less than an hour a day,2,20,1,female,city,2-Jan,,FALSE
889,5,2,5,5,1,1,4,4,2,few hours a day,1,22,1,female,city,2-Jan,,TRUE
890,5,4,5,1,4,3,2,3,3,few hours a day,3,20,1,male,city,2-Jan,,FALSE
891,5,3,5,4,2,4,3,3,3,few hours a day,3,21,2,male,village,2-Jan,,FALSE
894,5,1,5,2,1,4,3,2,4,few hours a day,4,19,2,female,city,2-Jan,,FALSE
922,5,4,5,2,3,5,5,3,3,few hours a day,3,20,1,female,city,2-Jan,,FALSE
926,5,1,5,2,3,1,1,2,3,few hours a day,4,22,1,male,city,2-Jan,,FALSE
927,5,3,5,1,1,5,1,3,4,few hours a day,4,19,1,female,city,2-Jan,,FALSE
977,5,4,5,2,3,3,2,2,2,few hours a day,2,19,1,male,village,2-Jan,,FALSE
978,5,1,5,5,2,4,4,4,4,few hours a day,2,21,2,female,city,2-Jan,,TRUE
980,5,1,5,5,1,3,5,2,4,less than an hour a day,1,18,2,female,city,2-Jan,,FALSE
981,5,1,5,5,1,1,5,4,2,most of the day,5,19,1,female,village,2-Jan,,TRUE
982,5,1,4,1,3,4,1,3,4,few hours a day,2,18,2,male,city,2-Jan,,FALSE
983,5,2,5,2,1,4,5,2,3,few hours a day,2,22,2,female,village,2-Jan,,FALSE
984,5,1,4,1,1,4,5,3,1,most of the day,4,21,1,female,city,2-Jan,,FALSE
985,5,1,5,4,1,2,4,3,1,few hours a day,5,20,1,female,city,2-Jan,,FALSE
987,4,1,4,5,2,2,2,4,2,few hours a day,3,20,1,male,city,2-Jan,,TRUE
989,5,5,3,5,1,1,1,5,3,most of the day,3,30,2,female,village,2-Jan,,TRUE
990,5,1,5,3,1,1,1,2,2,few hours a day,1,29,1,male,city,2-Jan,,FALSE
992,4,5,4,5,5,1,5,3,3,most of the day,1,30,1,male,city,2-Jan,,FALSE
997,5,1,4,1,2,5,4,2,NaN,less than an hour a day,3,19,1,female,NaN,2-Jan,,FALSE
998,5,5,5,3,5,1,1,2,3,few hours a day,4,28,1,male,city,2-Jan,,FALSE
999,5,5,4,4,5,1,2,3,3,few hours a day,3,19,1,male,city,2-Jan,,FALSE
1000,5,3,5,3,1,5,1,3,2,few hours a day,1,16,1,female,city,2-Jan,,FALSE
1001,5,3,3,3,1,4,1,2,2,few hours a day,2,18,2,female,city,2-Jan,,FALSE
1002,5,3,3,2,1,2,1,3,2,few hours a day,4,22,1,male,city,2-Jan,,FALSE
1003,4,4,5,3,1,5,4,3,4,few hours a day,3,20,1,female,city,2-Jan,,FALSE
1004,5,5,5,3,2,4,3,3,2,few hours a day,4,22,1,male,city,2-Jan,,FALSE
1005,5,3,5,4,1,4,2,4,4,few hours a day,3,20,1,female,city,2-Jan,,TRUE
976,5,2,5,2,4,2,4,2,4,few hours a day,4,19,1,female,city,2-Jan,,FALSE
975,5,5,5,5,1,5,5,1,2,most of the day,3,23,1,female,village,2-Jan,,FALSE
973,5,1,4,2,1,4,2,2,3,most of the day,4,20,2,female,city,2-Jan,,FALSE
971,5,3,4,3,3,3,3,2,4,few hours a day,4,18,1,male,city,2-Jan,,FALSE
929,3,3,3,4,3,3,2,1,3,few hours a day,3,27,1,female,city,2-Jan,,FALSE
931,5,2,5,1,2,3,1,4,4,most of the day,4,18,2,male,city,2-Jan,,TRUE
932,5,4,5,1,3,2,5,2,4,few hours a day,5,20,1,female,city,2-Jan,,FALSE
935,5,1,5,3,1,5,5,3,3,few hours a day,3,16,1,female,city,2-Jan,,FALSE
943,4,2,5,3,4,5,2,2,3,less than an hour a day,2,22,2,female,city,2-Jan,,FALSE
944,5,2,5,4,2,5,5,2,4,few hours a day,3,19,1,female,village,2-Jan,,FALSE
945,5,1,3,4,5,5,1,1,3,few hours a day,1,22,1,male,city,2-Jan,,FALSE
947,5,1,4,2,1,3,3,4,3,few hours a day,3,16,1,female,village,2-Jan,,TRUE
948,5,2,5,4,5,5,4,2,4,few hours a day,4,18,1,female,village,2-Jan,,FALSE
952,5,4,4,3,5,2,2,2,4,few hours a day,5,19,1,male,city,2-Jan,,FALSE
865,4,2,5,2,3,3,4,2,2,less than an hour a day,4,17,2,female,city,2-Jan,,FALSE
953,5,1,5,4,3,4,5,3,3,few hours a day,4,20,1,female,city,2-Jan,,FALSE
956,5,1,5,3,2,4,1,4,3,most of the day,3,20,2,male,city,2-Jan,,TRUE
958,5,4,4,3,1,5,5,3,4,few hours a day,2,22,2,female,city,2-Jan,,FALSE
959,4,1,4,4,3,4,5,4,4,few hours a day,2,24,1,female,city,2-Jan,,TRUE
962,5,1,3,5,3,1,1,4,4,less than an hour a day,5,21,1,female,village,2-Jan,,TRUE
965,5,4,5,5,1,1,5,5,3,few hours a day,3,17,2,female,city,2-Jan,,TRUE
966,5,1,5,5,1,5,1,1,1,less than an hour a day,1,19,1,female,city,2-Jan,,FALSE
967,5,2,5,5,5,4,1,2,4,few hours a day,4,18,1,male,city,2-Jan,,FALSE
968,5,3,5,2,5,4,1,2,3,few hours a day,3,19,2,male,city,2-Jan,,FALSE
969,5,1,5,3,3,1,2,1,2,few hours a day,2,19,2,male,village,2-Jan,,FALSE
970,5,1,5,2,4,3,2,5,3,few hours a day,1,22,1,male,city,2-Jan,,TRUE
955,5,1,4,5,5,5,2,2,3,few hours a day,3,19,1,female,city,2-Jan,,FALSE
711,4,1,3,3,1,5,2,4,3,few hours a day,4,22,1,female,village,2-Jan,,TRUE
864,5,3,5,4,3,3,4,4,3,few hours a day,2,20,1,male,village,2-Jan,,TRUE
862,5,4,5,3,4,5,1,2,4,few hours a day,2,21,2,male,city,2-Jan,,FALSE
751,5,2,5,2,1,1,1,3,4,few hours a day,4,21,1,female,city,2-Jan,,FALSE
754,4,3,4,3,4,2,2,1,1,few hours a day,1,26,1,male,city,2-Jan,,FALSE
755,5,1,5,3,4,5,1,3,3,few hours a day,3,26,1,female,city,2-Jan,,FALSE
756,5,4,5,5,3,5,1,2,4,few hours a day,4,25,2,male,city,2-Jan,,FALSE
758,5,5,5,2,3,4,2,3,3,few hours a day,3,20,1,male,village,2-Jan,,FALSE
760,5,3,5,4,3,1,3,2,3,few hours a day,4,25,1,female,city,2-Jan,,FALSE
761,5,2,5,2,3,2,1,1,2,few hours a day,1,23,1,male,city,2-Jan,,FALSE
762,5,3,5,5,3,5,1,1,4,less than an hour a day,2,24,1,male,city,2-Jan,,FALSE
512,5,4,4,1,1,1,5,1,4,few hours a day,5,22,1,female,village,2-Jan,,FALSE
765,5,2,5,2,3,3,1,4,3,few hours a day,4,18,1,male,village,2-Jan,,TRUE
766,5,4,5,4,3,4,4,2,5,most of the day,4,25,2,female,city,2-Jan,,FALSE
767,1,2,4,3,3,3,3,1,3,few hours a day,3,22,2,male,city,2-Jan,,FALSE
768,4,3,4,3,2,4,4,3,2,few hours a day,2,26,1,male,city,2-Jan,,FALSE
770,1,1,4,1,2,2,5,1,2,less than an hour a day,3,16,2,female,city,2-Jan,,FALSE
772,5,1,5,3,1,4,4,2,3,few hours a day,3,20,1,female,city,2-Jan,,FALSE
776,5,5,5,5,1,3,1,5,5,few hours a day,4,25,1,male,village,2-Jan,,TRUE
777,5,3,5,2,1,1,1,5,3,few hours a day,3,19,1,male,city,2-Jan,,TRUE
780,5,4,5,5,4,5,1,3,3,few hours a day,3,18,1,male,city,2-Jan,,FALSE
781,4,2,4,5,1,5,1,3,3,less than an hour a day,2,20,1,female,city,2-Jan,,FALSE
783,5,4,5,5,2,5,1,3,3,few hours a day,4,21,1,male,village,2-Jan,,FALSE
784,4,4,5,4,2,1,2,3,4,few hours a day,2,19,1,male,city,2-Jan,,FALSE
748,5,3,5,3,2,5,5,3,3,less than an hour a day,3,15,2,female,city,2-Jan,,FALSE
787,5,3,5,5,3,2,1,2,4,few hours a day,2,16,1,male,city,2-Jan,,FALSE
747,5,3,5,5,1,1,1,2,4,few hours a day,4,18,2,female,city,2-Jan,,FALSE
745,5,5,4,4,4,4,3,2,3,most of the day,3,25,2,male,village,2-Jan,,FALSE
713,5,2,3,5,1,3,5,3,3,most of the day,1,19,2,female,village,2-Jan,,FALSE
715,4,1,5,4,2,5,2,2,3,few hours a day,3,29,1,male,village,2-Jan,,FALSE
716,5,3,4,5,5,2,3,3,4,less than an hour a day,5,29,2,male,village,2-Jan,,FALSE
717,5,1,5,3,3,5,3,3,3,few hours a day,3,17,1,female,city,2-Jan,,FALSE
718,5,NaN,5,3,1,4,5,4,3,less than an hour a day,3,17,1,female,city,2-Jan,,TRUE
719,4,3,5,3,4,3,2,1,3,few hours a day,2,19,2,male,city,2-Jan,,FALSE
720,4,2,5,5,2,1,1,3,4,few hours a day,4,18,2,female,city,2-Jan,,FALSE
723,5,1,5,5,3,1,5,3,4,few hours a day,NaN,18,1,female,city,2-Jan,,FALSE
724,4,2,5,2,2,2,5,3,3,few hours a day,3,19,1,female,city,2-Jan,,FALSE
726,5,4,5,2,1,5,3,5,3,less than an hour a day,2,20,2,male,city,2-Jan,,TRUE
727,5,5,3,1,3,1,3,1,3,less than an hour a day,3,19,1,male,village,2-Jan,,FALSE
728,5,3,5,5,5,5,5,3,3,few hours a day,1,18,1,female,village,2-Jan,,FALSE
729,5,3,NaN,4,4,5,2,3,4,few hours a day,3,18,1,male,city,2-Jan,,FALSE
730,5,1,5,5,1,5,2,3,2,few hours a day,NaN,16,1,female,village,2-Jan,,FALSE
731,5,2,5,4,4,1,1,4,4,few hours a day,4,18,1,female,city,2-Jan,,TRUE
733,4,1,5,5,5,5,2,3,3,most of the day,3,24,2,female,village,2-Jan,,FALSE
735,2,1,3,4,3,3,3,2,5,no time at all,5,NaN,1,female,village,2-Jan,,FALSE
736,4,2,5,5,2,4,3,3,3,few hours a day,2,20,1,female,city,2-Jan,,FALSE
738,5,NaN,5,1,4,4,1,2,3,few hours a day,2,23,2,male,city,2-Jan,,FALSE
740,4,2,5,4,3,4,3,2,4,less than an hour a day,3,17,1,male,city,2-Jan,,FALSE
744,5,NaN,5,3,1,3,1,4,2,less than an hour a day,2,22,2,male,city,2-Jan,,TRUE
746,5,2,5,1,5,4,5,3,4,few hours a day,3,21,1,female,city,2-Jan,,FALSE
788,5,1,4,2,1,1,1,3,3,less than an hour a day,4,18,2,female,city,2-Jan,,FALSE
791,5,3,5,3,1,1,2,3,3,few hours a day,1,19,1,female,city,2-Jan,,FALSE
792,5,3,3,4,1,3,1,2,4,less than an hour a day,3,21,1,male,village,2-Jan,,FALSE
831,5,3,5,4,3,3,3,3,4,few hours a day,3,17,2,female,village,2-Jan,,FALSE
832,5,1,3,3,1,2,5,2,3,few hours a day,1,20,1,female,village,2-Jan,,FALSE
833,3,2,5,3,2,1,2,3,3,few hours a day,4,19,1,male,city,2-Jan,,FALSE
834,4,2,5,2,1,3,4,2,4,less than an hour a day,2,21,1,male,city,2-Jan,,FALSE
839,4,1,5,2,1,5,2,2,3,few hours a day,2,23,1,female,city,2-Jan,,FALSE
840,5,1,4,1,3,3,2,2,4,most of the day,4,24,1,female,city,2-Jan,,FALSE
842,NaN,2,5,5,2,4,5,1,1,few hours a day,3,24,2,female,village,2-Jan,,FALSE
843,5,3,5,5,1,5,5,3,3,few hours a day,4,20,1,female,city,2-Jan,,FALSE
844,5,4,5,5,5,4,1,2,4,few hours a day,2,30,2,male,city,2-Jan,,FALSE
845,4,1,5,5,2,4,3,3,3,most of the day,1,20,1,female,city,2-Jan,,FALSE
847,5,1,5,3,1,5,4,5,1,few hours a day,1,19,1,female,city,2-Jan,,TRUE
849,3,1,5,1,5,4,4,5,2,most of the day,2,22,2,female,village,2-Jan,,TRUE
851,5,5,5,4,5,3,1,3,5,few hours a day,1,20,2,male,city,2-Jan,,FALSE
852,5,3,5,4,3,5,2,1,4,few hours a day,4,19,2,male,village,2-Jan,,FALSE
855,5,4,5,4,4,3,4,3,4,few hours a day,3,19,1,male,city,2-Jan,,FALSE
856,5,3,5,4,4,5,4,2,3,few hours a day,2,17,1,female,city,2-Jan,,FALSE
857,5,5,5,2,1,5,2,2,4,most of the day,4,20,1,male,village,2-Jan,,FALSE
858,3,1,5,5,2,1,1,5,3,few hours a day,4,20,2,male,village,2-Jan,,TRUE
859,5,4,5,3,2,5,2,3,3,few hours a day,2,20,1,male,city,2-Jan,,FALSE
860,5,5,5,3,1,4,3,1,3,few hours a day,2,20,2,male,city,2-Jan,,FALSE
861,5,2,5,4,2,5,5,2,2,few hours a day,1,18,1,female,city,2-Jan,,FALSE
830,5,2,5,4,5,5,5,3,4,most of the day,2,21,1,female,city,2-Jan,,FALSE
828,1,4,5,2,3,2,2,2,3,few hours a day,4,19,1,male,village,2-Jan,,FALSE
827,5,1,4,2,1,2,2,2,4,few hours a day,1,20,1,female,city,2-Jan,,FALSE
826,5,1,5,4,1,1,4,3,3,few hours a day,1,20,1,female,village,2-Jan,,FALSE
793,2,4,5,3,4,2,1,3,5,few hours a day,4,24,2,male,city,2-Jan,,FALSE
794,4,1,5,2,1,5,1,1,3,less than an hour a day,5,23,1,male,city,2-Jan,,FALSE
797,5,3,5,2,2,1,1,5,3,few hours a day,3,19,1,male,city,2-Jan,,TRUE
798,5,2,5,5,2,1,3,3,3,few hours a day,3,18,2,female,city,2-Jan,,FALSE
799,5,2,5,4,4,5,3,4,3,few hours a day,4,18,2,male,city,2-Jan,,TRUE
800,5,1,5,1,4,1,3,2,3,few hours a day,5,17,2,male,city,2-Jan,,FALSE
801,4,4,5,2,1,2,1,3,1,less than an hour a day,1,30,1,female,village,2-Jan,,FALSE
804,5,2,5,1,1,5,5,2,4,most of the day,1,21,1,female,village,2-Jan,,FALSE
806,1,1,5,5,1,5,1,2,3,few hours a day,3,20,1,male,city,2-Jan,,FALSE
808,5,3,5,2,1,1,2,2,3,few hours a day,2,20,1,male,city,2-Jan,,FALSE
863,5,5,5,3,1,5,2,3,3,few hours a day,3,21,1,male,village,2-Jan,,FALSE
810,5,1,5,4,1,5,5,2,3,few hours a day,1,20,1,male,city,2-Jan,,FALSE
812,5,1,5,5,1,4,1,2,2,few hours a day,1,17,1,female,city,2-Jan,,FALSE
813,5,1,5,3,1,5,1,1,2,few hours a day,1,19,1,male,city,2-Jan,,FALSE
814,5,5,5,3,3,5,5,5,1,few hours a day,2,20,1,female,city,2-Jan,,TRUE
815,5,2,5,4,4,5,1,1,3,few hours a day,3,20,1,male,city,2-Jan,,FALSE
818,4,4,3,4,1,4,1,2,3,few hours a day,2,24,2,male,village,2-Jan,,FALSE
820,5,1,5,2,3,1,4,2,4,few hours a day,2,18,1,female,city,2-Jan,,FALSE
821,5,1,5,5,1,5,3,4,3,few hours a day,1,17,1,male,city,2-Jan,,TRUE
822,5,1,3,4,1,4,3,3,1,few hours a day,4,19,1,female,city,2-Jan,,FALSE
824,5,1,5,5,1,5,1,1,3,most of the day,4,29,1,female,city,2-Jan,,FALSE
825,4,1,5,2,2,5,2,3,3,few hours a day,2,21,1,female,city,2-Jan,,FALSE
811,5,1,4,4,2,5,3,4,4,few hours a day,4,20,1,male,city,2-Jan,,TRUE
511,5,1,5,2,4,4,2,3,4,few hours a day,4,19,2,male,city,2-Jan,,FALSE
503,5,5,5,4,5,3,4,3,3,few hours a day,5,28,1,female,city,2-Jan,,FALSE
509,4,4,4,5,1,4,1,1,5,few hours a day,4,16,1,female,village,2-Jan,,FALSE
177,5,1,5,3,1,5,1,3,3,few hours a day,3,26,2,male,city,2-Jan,,FALSE
178,4,1,3,4,3,3,2,3,3,few hours a day,4,20,1,female,city,2-Jan,,FALSE
179,4,4,4,5,2,4,5,2,3,few hours a day,5,22,1,male,city,2-Jan,,FALSE
183,5,4,5,5,2,5,3,2,2,few hours a day,4,20,1,male,city,2-Jan,,FALSE
185,3,3,5,2,5,5,3,2,3,less than an hour a day,3,19,2,female,city,2-Jan,,FALSE
186,4,2,4,3,1,4,5,2,3,less than an hour a day,3,29,2,female,city,2-Jan,,FALSE
187,5,5,4,5,1,2,1,5,3,few hours a day,2,22,1,female,city,2-Jan,,TRUE
188,3,1,2,4,1,NaN,2,2,4,less than an hour a day,5,19,2,female,village,2-Jan,,FALSE
189,5,1,5,4,3,1,3,4,3,few hours a day,4,17,1,female,city,2-Jan,,TRUE
190,4,2,4,3,5,2,5,4,4,few hours a day,4,16,1,female,city,2-Jan,,TRUE
191,5,1,4,3,1,2,1,2,5,less than an hour a day,1,29,2,female,village,2-Jan,,FALSE
192,5,4,5,3,1,5,5,5,3,few hours a day,5,18,2,female,city,2-Jan,,TRUE
193,5,1,5,3,1,5,1,3,3,few hours a day,3,26,2,male,city,2-Jan,,FALSE
194,5,1,5,2,1,1,3,3,4,few hours a day,3,19,1,male,city,2-Jan,,FALSE
195,5,1,4,3,1,1,5,3,3,few hours a day,2,19,1,male,city,2-Jan,,FALSE
198,5,2,3,4,1,4,5,1,2,few hours a day,1,20,1,male,village,2-Jan,,FALSE
199,5,4,4,2,1,3,2,3,2,less than an hour a day,1,21,1,male,village,2-Jan,,FALSE
200,4,2,5,3,1,5,1,5,2,most of the day,4,21,2,male,city,2-Jan,,TRUE
203,5,3,5,2,3,3,2,3,3,few hours a day,3,19,1,female,city,2-Jan,,FALSE
204,5,1,5,1,4,3,4,3,3,few hours a day,3,24,1,female,city,2-Jan,,FALSE
205,5,1,5,5,1,2,1,3,4,few hours a day,5,19,1,female,city,2-Jan,,FALSE
207,5,1,5,5,1,5,5,4,4,few hours a day,4,20,1,female,city,2-Jan,,TRUE
208,5,1,3,3,1,5,5,3,3,less than an hour a day,1,19,2,female,village,2-Jan,,FALSE
176,5,2,5,1,5,4,1,2,4,less than an hour a day,4,22,2,male,village,2-Jan,,FALSE
209,5,2,5,4,4,3,5,4,2,few hours a day,5,21,1,male,village,2-Jan,,TRUE
175,5,2,4,1,1,5,3,3,3,few hours a day,5,17,2,female,city,2-Jan,,FALSE
172,5,1,3,5,3,3,1,5,4,most of the day,4,22,1,male,village,2-Jan,,TRUE
143,5,3,NaN,NaN,1,5,5,3,3,most of the day,2,20,1,female,city,2-Jan,,FALSE
144,5,4,5,3,1,3,1,4,1,few hours a day,5,21,1,male,city,2-Jan,,TRUE
145,1,3,4,2,1,2,5,3,3,few hours a day,2,19,1,female,village,2-Jan,,FALSE
146,5,NaN,5,5,1,4,1,3,2,few hours a day,5,21,1,male,city,2-Jan,,FALSE
147,5,1,5,4,5,3,2,4,4,most of the day,4,18,2,male,city,2-Jan,,TRUE
150,5,1,5,2,3,1,5,2,3,few hours a day,3,22,1,female,city,2-Jan,,FALSE
151,5,2,5,4,2,3,3,3,3,few hours a day,4,20,1,male,city,2-Jan,,FALSE
152,5,2,5,5,2,4,2,5,4,few hours a day,2,25,2,male,city,2-Jan,,TRUE
154,5,1,4,5,3,3,5,2,3,few hours a day,4,24,1,male,city,2-Jan,,FALSE
155,5,2,4,4,3,4,2,5,5,few hours a day,5,19,1,female,city,2-Jan,,TRUE
156,5,1,5,5,1,4,1,5,3,few hours a day,4,25,1,male,city,2-Jan,,TRUE
157,5,1,5,3,2,2,2,2,4,most of the day,4,26,2,male,village,2-Jan,,FALSE
158,5,5,5,1,3,5,5,5,3,few hours a day,2,15,2,female,village,2-Jan,,TRUE
159,5,3,5,4,3,5,2,2,3,few hours a day,3,20,1,male,city,2-Jan,,FALSE
160,5,3,5,4,5,1,1,3,2,few hours a day,3,19,1,male,city,2-Jan,,FALSE
161,5,3,5,2,1,5,4,5,3,few hours a day,3,20,2,female,city,2-Jan,,TRUE
163,5,5,4,5,1,1,4,4,4,most of the day,3,22,1,male,city,2-Jan,,TRUE
164,5,3,5,3,1,4,2,3,4,most of the day,2,20,1,male,village,2-Jan,,FALSE
165,5,2,5,3,2,2,4,1,5,few hours a day,3,20,1,female,city,2-Jan,,FALSE
166,5,1,4,2,2,1,4,3,4,few hours a day,5,21,1,female,city,2-Jan,,FALSE
167,3,3,3,3,1,4,4,4,2,few hours a day,4,21,1,male,village,2-Jan,,TRUE
169,5,1,5,4,1,4,5,4,3,few hours a day,5,19,2,female,village,2-Jan,,TRUE
170,4,1,3,5,5,4,3,4,4,few hours a day,5,19,1,male,city,2-Jan,,TRUE
173,5,5,5,3,4,5,2,4,4,most of the day,3,21,1,male,city,2-Jan,,TRUE
141,3,2,3,3,5,5,1,3,3,few hours a day,1,19,1,female,city,2-Jan,,FALSE
210,5,5,5,5,4,5,5,3,5,few hours a day,3,23,2,male,village,2-Jan,,FALSE
212,5,2,5,5,5,1,4,2,3,most of the day,3,20,1,male,city,2-Jan,,FALSE
256,5,1,3,3,1,1,5,1,3,few hours a day,1,20,1,female,city,2-Jan,,FALSE
257,5,5,5,4,5,1,2,2,3,few hours a day,4,19,2,male,city,2-Jan,,FALSE
258,5,1,5,2,4,2,1,2,2,most of the day,4,20,1,female,city,2-Jan,,FALSE
510,5,2,4,3,3,5,1,2,3,less than an hour a day,3,22,1,male,village,2-Jan,,FALSE
262,5,3,4,3,3,3,4,5,4,few hours a day,3,19,1,female,city,2-Jan,,TRUE
264,3,3,5,2,2,5,4,3,3,few hours a day,3,19,1,female,village,2-Jan,,FALSE
265,5,1,5,1,2,5,4,3,3,most of the day,5,15,1,female,city,2-Jan,,FALSE
266,5,1,5,3,4,4,3,4,4,few hours a day,2,19,1,female,city,2-Jan,,TRUE
267,5,2,4,4,3,5,1,1,2,few hours a day,3,21,2,female,city,2-Jan,,FALSE
268,5,1,4,1,5,5,5,2,3,few hours a day,4,19,2,female,city,2-Jan,,FALSE
269,5,2,5,3,2,3,2,3,2,few hours a day,4,17,1,female,village,2-Jan,,FALSE
270,5,2,5,3,1,5,5,3,3,few hours a day,2,23,1,female,city,2-Jan,,FALSE
272,5,1,5,3,3,5,2,3,3,less than an hour a day,4,19,1,female,city,2-Jan,,FALSE
273,5,4,5,3,2,1,4,3,4,few hours a day,3,19,2,female,city,2-Jan,,FALSE
275,5,4,5,5,2,2,4,4,2,few hours a day,2,20,1,female,city,2-Jan,,TRUE
276,5,1,5,4,3,1,3,4,3,few hours a day,1,21,2,female,village,2-Jan,,TRUE
278,5,3,5,4,3,5,1,3,4,few hours a day,3,19,2,male,village,2-Jan,,FALSE
279,5,2,4,3,1,5,2,4,3,few hours a day,3,20,1,female,city,2-Jan,,TRUE
280,5,5,4,3,1,4,5,5,3,few hours a day,3,18,1,female,city,2-Jan,,TRUE
281,5,3,4,2,1,5,2,4,3,few hours a day,2,19,1,male,city,2-Jan,,TRUE
282,5,1,3,1,1,5,5,3,3,less than an hour a day,4,20,2,female,city,2-Jan,,FALSE
283,5,3,5,2,5,1,1,1,3,few hours a day,3,22,1,male,city,2-Jan,,FALSE
