,INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,Tuition
855,University of Science and Arts of Oklahoma,316700,6,999,0.4325,0.4712,0.660057,1409,5515,0.73015873,9250,46710.02,7314
856,Southeastern Oklahoma State University,317900,6,970,0.4578,0.4288,0.722169,3393,7025,0.760820046,9250,41386.98,8181
857,Southwestern Christian University,318000,6,978,0.5566,0.7918,0.481818,126,4793,0.695652174,12976,50467,12445
858,Southwestern Oklahoma State University,318100,6,990,0.3572,0.6294,0.915547,4231,6654,0.829562594,9500,44610.73,11514
859,University of Tulsa,318500,6,1295,0.1376,0.3219,0.439663,2874,10713,0.894607843,19500,62928.78,25355
860,Concordia University-Portland,319100,8,995,0.4248,0.673,0.505565,924,8097,0.816666667,15303,63433.53,19713
861,Eastern Oregon University,319300,8,951,0.4671,0.5266,0.972837,2545,6342,0.717741936,15000,52895.14,15309
862,George Fox University,319400,8,1089,0.3232,0.656,0.766104,1709,7489,0.831858407,17750,65616.22,26298
863,Linfield College-McMinnville Campus,319800,8,1061,0.2674,0.6679,0.839056,1534,6888,0.906976744,21500,64098.01,25278
864,Northwest Christian University,320800,8,992,0.5262,0.7782,0.680217,441,5178,0.784615385,16000,52696.79,18668
865,Oregon Institute of Technology,321100,8,1047,0.3213,0.448,0.569603,2804,6978,0.882149047,16197,52974.7,16176
866,Oregon State University,321000,8,1112,0.3016,0.4827,0.78277,13766,9076,0.809540512,16500,60312.67,19020
867,University of Oregon,322300,8,1119,0.251,0.3815,0.742182,14076,9536,0.75580222,17167,62294.9,15769
868,Pacific University,321200,8,1090,0.3255,0.8402,0.79028,1096,7929,0.885869565,20000,64591.02,29422
869,Portland State University,321600,8,1039,0.4134,0.4659,0.856803,13625,8768,0.742928976,16406,62889.32,14323
870,University of Portland,322400,8,1195,0.1998,0.4992,0.619554,2512,7826,0.924528302,21250,67900.72,32217
871,Reed College,321700,8,1383,0.182,0.3603,0.349889,1366,10412,0.945606695,13875,71777.6,23267
872,Southern Oregon University,321900,8,1029,0.3831,0.4747,0.952302,4879,7416,0.646186441,15587,54749.32,15392
873,Corban University,133900,8,1066,0.4045,0.715,0.305341,696,5750,0.787234043,19500,61069.68,23289
874,Willamette University,322700,8,1228,0.1985,0.5023,0.779375,1749,9507,0.937321937,21000,68135.42,29770
875,Western Oregon University,320900,8,946,0.4645,0.7927,0.877668,4201,6254,0.73564753,16000,59410.15,16371
876,DeSales University,398600,2,1054,0.2661,0.6664,0.776053,1869,6898,PrivacySuppressed,19000,69394.59,26795
877,Alvernia University,323300,2,998,0.398,0.8247,0.742515,1433,6806,0.776666667,23250,60334.44,24270
878,Arcadia University,323500,2,1104,0.3412,0.7687,0.592573,1625,7845,0.847863248,20500,72830.78,25755
879,Bloomsburg University of Pennsylvania,331500,2,979,0.3268,0.7114,0.877182,6843,8805,0.879634605,19000,60832.56,18546
880,Bryn Mawr College,323700,2,1346,0.1613,0.3769,0.385121,1358,10588,0.881458967,23993,78969.24,28732
881,Bucknell University,323800,2,1315,0.1091,0.3764,0.247834,3443,10761,0.952654232,26259.5,84046.3,36834
882,California University of Pennsylvania,331600,2,922,0.3887,0.7354,0.849304,5003,9576,0.791322314,18200,51671.91,18735
883,Carlow University,330300,2,972,0.5019,0.8617,0.807407,1631,6722,0.789099526,21050,52873.76,18207
884,Carnegie Mellon University,324200,2,1448,0.1298,0.3645,0.237164,5224,9961,0.962343096,25000,81652.61,34857
885,Cedar Crest College,324300,2,968,0.4419,0.8197,0.674954,1519,7081,0.771543086,21345,66384.94,18072
886,Central Penn College,489000,2,759,0.593,0.7658,0.97079,579,5281,0.711206897,11750.5,56698.35,15864
887,Chestnut Hill College,324500,2,966,0.4497,0.7487,0.925926,936,5423,0.67781155,20834,61319.18,23701
888,Clarion University of Pennsylvania,331800,2,934,0.3883,0.7007,0.960722,2847,9363,0.804765565,18500,50901.08,17936
889,Delaware Valley University,325200,2,994,0.2828,0.7199,0.68697,1785,7517,PrivacySuppressed,16500,74767.83,27084
890,Drexel University,325600,2,1214,0.2112,0.5382,0.747435,10582,10690,0.910415375,20000,74533.27,37747
891,Duquesne University,325800,2,1138,0.197,0.6444,0.756323,5499,8897,0.909590715,24585,61274.66,27412
892,East Stroudsburg University of Pennsylvania,332000,2,945,0.3455,0.6687,0.840354,4732,8869,0.854046243,15000,69357.81,18450
893,Eastern University,325900,2,1026,0.4067,0.7155,0.522271,2039,6319,0.806153846,20000,68457.57,23294
894,Edinboro University of Pennsylvania,332100,2,950,0.4774,0.7718,0.956968,6552,9160,0.74551495,17500,52799.06,15309
895,Elizabethtown College,326200,2,1125,0.1952,0.7248,0.707211,1825,8469,0.89869754,24986,70213.56,27651
896,Gannon University,326600,2,1035,0.2646,0.6056,0.757655,2470,7520,0.858934169,23000,54310.26,21484
897,Geneva College,326700,2,1058,0.4474,0.8229,0.733015,1991,6661,0.794657763,19250,55668.91,18905
898,Gwynedd Mercy University,327000,2,924,0.3757,0.7282,0.684991,1641,6486,0.823899371,20000,72929.99,24490
899,Haverford College,327400,2,1433,0.1633,0.2077,0.245746,1135,10132,PrivacySuppressed,12500,79754.75,23336
900,Holy Family University,327500,2,915,0.3542,0.6569,0.739458,1794,7359,0.836206897,21500,61868.46,14743
901,Immaculata University,327600,2,975,0.2348,0.5851,0.786116,2231,5151,0.796703297,22580,74355.43,33739
902,Indiana University of Pennsylvania-Main Campus,327700,2,955,0.3702,0.732,0.883441,3925,9250,0.827678231,20500,54158.04,18221
903,Keystone College,328000,2,906,0.5127,0.7642,0.977978,1220,6613,0.751121076,19000,51740.58,19629
904,Kutztown University of Pennsylvania,332200,2,951,0.3412,0.7383,0.82251,7033,8749,0.869124424,20250,67783.54,19510
905,La Roche College,398700,2,939,0.3241,0.6628,0.954584,1627,6150,0.837333333,20000,61014.96,19732
906,La Salle University,328700,2,990,0.3836,0.7025,0.749216,1984,9404,0.816006601,20500,67401.72,25926
907,Lafayette College,328400,2,1294,0.0983,0.354,0.302478,2279,11288,0.913253012,24255.5,85923.51,32047
908,Lancaster Bible College,328500,2,1003,0.5068,0.7697,0.675991,675,5231,0.845493562,11500,64787.49,20979
909,Lehigh University,328900,2,1338,0.1478,0.4255,0.304057,4685,12886,0.950932287,22897.5,88627.42,33300
910,Lincoln University,329000,2,833,0.6318,0.8647,0.913803,1322,7494,0.455795678,25000,51404.66,14620
911,Lock Haven University,332300,2,948,0.411,0.7724,0.917423,1923,9593,0.850272232,19510,55815.84,16809
912,Lycoming College,329300,2,1034,0.3274,0.7664,0.712195,1396,7491,0.888077859,24883,64312.9,17819
913,Mansfield University of Pennsylvania,332400,2,955,0.4318,0.7762,0.885297,2891,9240,0.801552106,19500,51271.33,18048
914,Marywood University,329600,2,1025,0.36,0.7856,0.705235,1609,7847,0.811111111,23985,58125.99,22542
915,Messiah College,329800,2,1129,0.1965,0.6386,0.789793,2797,8185,0.936352509,22686,71914.01,25822
916,Millersville University of Pennsylvania,332500,2,1001,0.3408,0.6737,0.730547,6497,9554,0.88703466,18250,65479.69,19140
917,Misericordia University,324700,2,1069,0.273,0.7026,0.714724,1640,7129,0.840616967,23250,56588.57,26931
918,Moravian College,330100,2,1006,0.3019,0.7611,0.745707,1723,7419,0.916666667,22500,76394.18,27898
919,Mount Aloysius College,330200,2,934,0.3935,0.7453,0.72862,1297,6420,0.819301848,16000,45385.58,20825
920,Neumann University,398800,2,905,0.3993,0.7518,0.908123,1474,6813,0.771493213,22000,69149.16,23847
921,Pennsylvania State University-Penn State Erie-...,332905,2,1094,0.3037,0.6726,0.632936,3606,8814,0.882724762,20632,63381.69,24392
922,Pennsylvania State University-Penn State New K...,332912,2,1094,0.3368,0.6752,0.632936,871,8306,0.882724762,20632,63381.69,14718
923,Pennsylvania State University-Penn State Shenango,332916,2,1094,0.4879,0.7217,0.632936,1032,7052,0.882724762,20632,63381.69,13447
924,Pennsylvania State University-Penn State Wilke...,332917,2,1094,0.3451,0.6884,0.632936,831,7683,0.882724762,20632,63381.69,16101
925,Pennsylvania State University-Penn State Worth...,332915,2,1094,0.4707,0.7274,0.632936,1539,8127,0.882724762,20632,63381.69,14650
926,Pennsylvania State University-Penn State Lehig...,332902,2,1094,0.3734,0.5528,0.632936,665,6855,0.882724762,20632,63381.69,14208
927,Pennsylvania State University-Penn State Altoona,332903,2,1094,0.321,0.6685,0.632936,3749,7558,0.882724762,20632,63381.69,23969
928,Pennsylvania State University-Penn State Beaver,332904,2,1094,0.3889,0.7042,0.632936,759,7838,0.882724762,20632,63381.69,16595
929,Pennsylvania State University-Penn State Berks,332906,2,1094,0.3564,0.6747,0.632936,2186,8178,0.882724762,20632,63381.69,22833
930,Pennsylvania State University-Penn State Harri...,332920,2,1094,0.3224,0.5971,0.632936,1865,9598,0.882724762,20632,63381.69,21404
931,Pennsylvania State University-Penn State Brand...,332921,2,1094,0.3595,0.6142,0.632936,1678,8034,0.882724762,20632,63381.69,14631
932,Pennsylvania State University-Penn State DuBois,332907,2,1094,0.4293,0.6488,0.632936,1005,7399,0.882724762,20632,63381.69,14666
933,Pennsylvania State University-Penn State Fayet...,332908,2,1094,0.417,0.6974,0.632936,1127,7817,0.882724762,20632,63381.69,14323
934,Pennsylvania State University-Penn State Hazleton,332909,2,1094,0.4671,0.7106,0.632936,1372,8305,0.882724762,20632,63381.69,19096
935,Pennsylvania State University-Main Campus,332900,2,1094,0.1609,0.4869,0.632936,34406,10514,0.882724762,20632,63381.69,29226
936,Pennsylvania State University-Penn State Great...,332910,2,1094,0.4768,0.6854,0.632936,901,8020,0.882724762,20632,63381.69,16125
937,Pennsylvania State University-Penn State Mont ...,332911,2,1094,0.3574,0.6489,0.632936,1176,7723,0.882724762,20632,63381.69,20948
938,Pennsylvania State University-Penn State Abington,332913,2,1094,0.4082,0.5665,0.632936,3048,7876,0.882724762,20632,63381.69,13464
939,Pennsylvania State University-Penn State Schuy...,332914,2,1094,0.495,0.755,0.632936,1096,8274,0.882724762,20632,63381.69,15424
940,Pennsylvania State University-Penn State York,332918,2,1094,0.3108,0.5231,0.632936,1743,8212,0.882724762,20632,63381.69,14761
941,University of Pennsylvania,337800,2,1457,0.1392,0.1995,0.101615,11686,16288,0.936739659,19379.5,78252,25225
942,Philadelphia University,335400,2,1083,0.324,0.7126,0.642044,2809,9064,0.861757106,24601.5,73972.42,27368
943,The University of the Arts,335000,2,1045,0.305,0.7223,0.73694,1893,6723,0.826347305,23412,75947.63,33861
944,Cairn University-Langhorne,335100,2,976,0.433,0.8204,0.987179,941,5687,0.824451411,20351.5,69912.01,17975
945,University of the Sciences,335300,2,1145,0.2003,0.5171,0.579989,577,7567,0.953719008,27000,72732.06,31572
946,University of Pittsburgh-Bradford,337903,2,1201,0.4229,0.7832,0.582301,1204,7330,0.884509938,21750,58452.18,17116
947,University of Pittsburgh-Greensburg,337904,2,1201,0.3752,0.7028,0.582301,1587,6839,0.884509938,21750,58452.18,17737
948,University of Pittsburgh-Johnstown,337902,2,1201,0.3001,0.7246,0.582301,3031,6953,0.884509938,21750,58452.18,19144
949,University of Pittsburgh-Pittsburgh Campus,337900,2,1201,0.1665,0.5412,0.582301,17424,10358,0.884509938,21750,58452.18,27917
950,Point Park University,335700,2,995,0.4085,0.7672,0.705297,2531,7592,0.70971867,20500,54201.1,21971
951,Robert Morris University,335900,2,1051,0.2927,0.6303,0.776562,3714,10604,0.834829443,21500,59274.33,24305
952,Rosemont College,336000,2,884,0.4957,0.9128,0.706286,893,5346,0.673913044,20000,57790.62,20565
953,Saint Francis University,336600,2,1060,0.2818,0.6655,0.741201,1412,6735,PrivacySuppressed,25490,55181.27,25784
954,Saint Vincent College,336800,2,1059,0.2903,0.7386,0.698113,1206,7401,0.876227898,23849.5,54143.22,19521
955,University of Scranton,338400,2,1134,0.1848,0.6711,0.722062,3970,9756,0.917077986,26000,73943.5,32288
956,Shippensburg University of Pennsylvania,332600,2,979,0.3129,0.7126,0.891446,5990,9986,0.906307978,16130,63560.54,20449
957,Slippery Rock University of Pennsylvania,332700,2,999,0.3225,0.7235,0.683619,6294,9348,0.846525097,19500,54113.09,18493
958,Swarthmore College,337000,2,1431,0.1537,0.2257,0.12484,1428,12458,PrivacySuppressed,18000,78121.47,21858
959,Thiel College,337600,2,923,0.4088,0.8156,0.614945,994,6402,0.84,26000,54604.75,22870
960,University of Valley Forge,330600,2,945,0.4412,0.6871,0.945378,618,6095,0.873417722,19000,63922.06,23673
961,Villanova University,338800,2,1326,0.1145,0.4115,0.478897,7083,10688,0.94949495,24827,90091.77,36563
962,Waynesburg University,339100,2,1019,0.3405,0.8657,0.856135,1379,6722,0.860194175,21500,52961.26,16851
963,West Chester University of Pennsylvania,332800,2,1072,0.254,0.6353,0.586819,10324,9054,0.909210526,19500,74655.83,22250
964,Westminster College,339200,2,1028,0.3227,0.7515,0.940409,1470,6612,0.916666667,25373.5,56138.86,20615
965,Widener University,331300,2,1032,0.2549,0.6752,0.679948,3355,7755,0.842937853,21500,69397.52,26937
966,Wilkes University,339400,2,1053,0.3597,0.761,0.81732,1762,8800,0.906584992,20440,56456.55,22975
967,Wilson College,339600,2,941,0.3544,0.6715,0.452338,764,6677,0.87755102,16270.5,58672.07,18849
968,York College Pennsylvania,339900,2,1054,0.2608,0.6743,0.430223,5073,8760,0.904098995,21000,73378.65,21267
969,Brown University,340100,1,1457,0.1599,0.2352,0.094914,6029,14356,0.91689008,14232.5,79027.35,27496
970,Rhode Island College,340700,1,913,0.4298,0.5802,0.716188,6917,7435,0.810157195,14000,61569.63,9613
971,University of Rhode Island,341400,1,1077,0.2686,0.7016,0.73554,10647,9897,0.843283582,18961,72503.8,19177
972,Rhode Island School of Design,340900,1,1273,0.1624,0.3818,0.371959,1829,7873,0.908496732,26983,80568.35,43582
973,Anderson University,341800,5,1078,0.3085,0.5827,0.549368,1398,6115,0.762345679,18420,56100.72,20191
974,Charleston Southern University,341900,5,1030,0.4938,0.9053,0.60205,2315,5555,0.727722772,15000,57179.15,17241
975,College of Charleston,342800,5,1141,0.2264,0.4118,0.771455,9750,8285,0.740808824,15750,66962.7,17826
976,Citadel Military College of South Carolina,342300,5,1073,0.2559,0.5042,0.765189,1995,8347,0.888372093,18750,66736.53,17454
977,Claflin University,342400,5,815,0.7515,0.8353,0.413252,1130,6410,0.413333333,23160,45792.28,21426
978,Clemson University,342500,5,1275,0.1834,0.4286,0.512725,14066,10165,0.89319293,19295.5,64586.36,15885
979,Coker College,342700,5,960,0.5459,0.8086,0.496631,1002,5688,0.589665654,17175,49143.33,16868
980,Columbia International University,342900,5,1045,0.4732,0.5054,0.339964,644,4490,0.889908257,14746,64434.93,18833
981,Columbia College,343000,5,971,0.5277,0.7277,0.891262,1206,6497,0.64516129,15729.5,56463.66,17921
982,Converse College,343100,5,1040,0.4396,0.7692,0.577508,623,4747,0.741935484,14000,57113.24,17304
983,Erskine College,343200,5,993,0.4257,0.6551,0.642785,502,5568,0.822580645,12007.5,57374.47,17802
984,Francis Marion University,922600,5,927,0.5684,0.7861,0.588699,2793,7342,0.649606299,18500,49042.79,11915
985,Lander University,343500,5,922,0.4873,0.6739,0.61974,2436,6131,0.688804554,15105,52256.85,13101
986,Limestone College,343600,5,902,0.5308,0.7249,0.463242,1967,5276,0.567944251,14250,53494.1,22378
987,Newberry College,344000,5,958,0.4977,0.774,0.560619,724,5337,0.717277487,15750,57421.47,20053
988,North Greenville University,344100,5,1116,0.3875,0.5117,0.579665,1279,5704,0.75074184,10194,55701.04,22308
989,Presbyterian College,344500,5,1082,0.2391,0.4747,0.623069,1148,7637,0.945,19500,62666.83,18963
990,University of South Carolina-Aiken,344900,5,976,0.4085,0.5992,0.571551,3148,6633,0.722319859,14500,53123.12,13538
991,University of South Carolina-Beaufort,345000,5,927,0.4359,0.6204,0.627411,1175,6554,0.714285714,10294.5,60345.78,14466
992,University of South Carolina-Columbia,344800,5,1199,0.2248,0.4813,0.64739,15266,10000,0.804035379,19250,62188.24,18555
993,Coastal Carolina University,345100,5,1009,0.377,0.6766,0.596511,4405,6885,0.767942584,13750,64299.08,14955
994,South Carolina State University,344600,5,760,0.7453,0.8001,0.948875,3639,6949,0.471153846,20000,48129.81,19136
995,University of South Carolina-Upstate,695100,5,950,0.4801,0.6683,0.560404,3585,6269,0.705882353,14584,54689.19,14190
996,Winthrop University,345600,5,1044,0.4059,0.6409,0.671042,4649,7525,0.639329806,20000,58378.35,15760
997,Wofford College,345700,5,1170,0.1888,0.4294,0.718123,1087,8046,0.917073171,20646,61134.14,22964
998,Augustana University,345800,4,1164,0.1981,0.6224,0.650718,1728,6606,0.932692308,24250,60196.68,19052
999,Black Hills State University,345900,4,988,0.3114,0.494,0.840433,3549,7081,0.825112108,13000,49477.45,14953
1000,Dakota State University,346300,4,1047,0.2504,0.4576,0.8125,1631,7437,0.9375,12000,52093.19,14690
1001,Dakota Wesleyan University,346100,4,982,0.3075,0.7122,0.743789,676,5466,0.859296482,19800,47601.81,19203
1002,Mount Marty College,346500,4,1030,0.2103,0.4188,0.72549,1044,6074,0.859223301,19116,49528.49,20084
1003,Northern State University,346600,4,1024,0.2036,0.3799,0.7207,2861,7194,0.887096774,13362,48289.97,14738
1004,Presentation College,346700,4,925,0.4554,0.7709,0.622951,468,4815,0.893203884,14732,47349.48,21772
1005,South Dakota School of Mines and Technology,347000,4,1200,0.2655,0.573,0.842461,1995,9375,0.944852941,16750,52423.4,18131
1006,South Dakota State University,347100,4,1068,0.2463,0.5859,0.916996,7448,7884,0.941108545,16249,53049.11,21762
1007,University of Sioux Falls,346900,4,1046,0.3186,0.7139,0.921523,1070,6368,0.93,14200,57493.05,20345
1008,University of South Dakota,347400,4,1049,0.2628,0.5672,0.73542,5147,7404,0.892390469,15951,53799.09,16396
1009,Austin Peay State University,347800,5,1011,0.5252,0.576,0.877051,6658,6912,0.745598592,13250,52472.51,11984
1010,Baptist Memorial College of Health Sciences,3440300,5,1148,0.5205,0.8556,0.554007,432,6781,0.841911765,25000,61604.19,9374
1011,Belmont University,347900,5,1158,0.1782,0.6012,0.802929,2507,9063,0.869300912,18750,70368.62,32568
1012,Bethel University,348000,5,928,0.5359,0.6638,0.839861,776,3492,0.581632653,18000,50031.89,17859
1013,Bryan College-Dayton,353600,5,1016,0.3519,0.506,0.455307,613,5595,PrivacySuppressed,9850.5,56756.79,15339
1014,Carson-Newman University,348100,5,1039,0.4024,0.6403,0.588315,1994,5645,0.848484849,14500,53143.24,15792
1015,Christian Brothers University,348200,5,1105,0.4228,0.6404,0.459716,1724,5902,0.724907063,16160,61225.91,8065
1016,Cumberland University,348500,5,989,0.3317,0.618,0.490647,935,5560,0.816326531,18084,59163.95,17596
1017,Lipscomb University,348600,5,1176,0.2456,0.5324,0.607671,2264,7111,0.861445783,13000,66979.13,24560
1018,East Tennessee State University,348700,5,1068,0.4235,0.5042,0.792197,9125,6835,0.769021739,13693,47640.99,15245
1019,Fisk University,349000,5,937,0.5726,0.6603,0.809254,853,5768,0.554621849,19500,55965.03,15975
1020,Freed-Hardeman University,349200,5,1101,0.3174,0.6014,0.918451,1438,6367,0.817663818,19500,53404.21,17361
1021,Hiwassee College,349400,5,947,0.5079,0.5131,0.588517,379,3191,PrivacySuppressed,8875,48143.59,10304
1022,Johnson University,349500,5,1009,0.5006,0.64,0.504348,541,5283,PrivacySuppressed,14250,60434.23,15200
1023,King University,349600,5,1005,0.48,0.6996,0.440095,600,4697,0.775720165,18000,48448,19013
1024,Lane College,349900,5,758,0.9247,0.9406,0.545358,702,4960,0.248717949,15674,47796.63,13637
1025,Le Moyne-Owen College,350100,5,760,0.8151,0.8598,1,979,4815,PrivacySuppressed,14000,43059.02,9114
1026,Lee University,350000,5,1088,0.3618,0.6353,0.854741,3236,5940,0.781355932,18250,59528.63,19246
1027,Lincoln Memorial University,350200,5,1055,0.4932,0.7463,0.743712,886,5978,0.773809524,13250,43510.38,12454
1028,Maryville College,350500,5,1052,0.4584,0.4757,0.667842,982,6559,0.87704918,16500,57523.24,16138
1029,University of Memphis,350900,5,1029,0.4741,0.6107,0.397793,15296,8505,0.56965828,17858.5,58823.6,13353
1030,Middle Tennessee State University,351000,5,1031,0.4421,0.5466,0.725992,17247,7155,0.754847278,14437,60340.43,11381
1031,Rhodes College,351900,5,1306,0.1374,0.3954,0.46871,1536,8183,0.948,23250,73395.81,27322
1032,Tennessee Wesleyan University,352500,5,1019,0.5151,0.6744,0.647926,795,4687,0.783783784,14500,48462.92,12326
1033,The University of Tennessee-Chattanooga,352900,5,1087,0.3534,0.7133,0.79221,6993,7695,0.74122807,12000,55964.16,13378
1034,The University of Tennessee-Knoxville,353000,5,1214,0.2942,0.4415,0.762953,20009,10457,0.839405421,14000,60752.93,18138
1035,The University of Tennessee-Martin,353100,5,1050,0.4872,0.5669,0.696471,5472,6872,0.781368821,15250,48533.54,7732
1036,Tennessee Technological University,352300,5,1102,0.3424,0.4347,0.683201,6876,7726,0.789736279,10717.5,49227.15,13962
1037,Trevecca Nazarene University,352600,5,1026,0.3309,0.5349,0.725248,1021,6505,0.830687831,13438,59625.44,15898
1038,Tusculum College,352700,5,960,0.5739,0.736,0.689622,1377,3891,0.691394659,18678.5,49705.55,18503
1039,Union University,352800,5,1163,0.2727,0.5237,0.691257,1948,7134,0.798982188,20412.5,58820.27,24569
1040,Vanderbilt University,353500,5,1498,0.1395,0.1359,0.116768,5935,13419,0.921142857,13000,76279.78,18144
1041,Abilene Christian University,353700,6,1092,0.263,0.5164,0.499167,4231,7739,0.861948956,17964.5,67136.19,23507
1042,Angelo State University,354100,6,970,0.4018,0.5233,0.767244,5773,7018,0.822485207,11250,49632.36,14244
1043,Austin College,354300,6,1165,0.2723,0.7512,0.540959,1196,7047,0.807073955,22250,74623.54,22565
1044,Baylor University,354500,6,1239,0.1983,0.4762,0.436675,11806,9264,0.880641926,19969.5,73627.32,32657
1045,Concordia University-Texas,355700,6,998,0.3957,0.5629,0.821429,774,6657,0.72519084,16000,72128.5,20208
1046,Texas A & M University-Corpus Christi,1116100,6,963,0.4031,0.5351,0.837692,5329,7846,0.744,12500,54287.8,14361
1047,Dallas Baptist University,356000,6,1055,0.2898,0.6222,0.419125,3190,8306,0.72639485,15500,71641.68,24645
1048,Dallas Christian College,694100,6,831,0.6214,0.8285,0.509225,255,4544,0.759493671,12368,69721.15,20333
1049,University of Dallas,365100,6,1217,0.2125,0.5109,0.640036,1200,7505,0.871244635,19067,75912.69,25366
1050,East Texas Baptist University,356400,6,982,0.4647,0.7051,0.553191,1402,6342,0.851190476,12000,56363.11,20590
1051,Texas A&M University-Texarkana,3170300,6,995,0.4871,0.4943,0.708717,793,8469,0.64159292,9000,44204.3,8372
1052,Texas A & M University-Commerce,356500,6,980,0.5065,0.591,0.474357,4362,8124,0.602964119,14250,57562.14,9327
1053,Hardin-Simmons University,357100,6,1030,0.3387,0.5798,0.6,1910,6669,0.831753555,18191.5,59593.97,20215
1054,Houston Baptist University,357600,6,1060,0.4733,0.5568,0.332323,1967,6527,0.744744745,12000,72476.33,20057
1055,University of Houston-Clear Lake,1171100,6,1025,0.4057,0.3958,0.653846,3946,8738,0.712546817,13598,67975.01,13185
1056,University of Houston-Downtown,361200,6,894,0.4743,0.429,0.776301,8932,7715,0.676708303,12505,59551.33,7465
1057,University of Houston,365200,6,1154,0.3838,0.3997,0.597184,24350,10881,0.81470245,13156.5,68874.27,14134
1058,Howard Payne University,357500,6,965,0.4371,0.7055,0.85251,1480,5590,0.780730897,11000,55883.95,18061
1059,Huston-Tillotson University,357700,6,786,0.6595,0.7856,0.474208,602,5440,0.5,15000,57117.25,17545
1060,University of the Incarnate Word,357800,6,963,0.3946,0.5979,0.922222,3003,7867,0.670212766,20834,59715.43,20821
1061,Lamar University,358100,6,974,0.4294,0.5158,0.791124,10713,7791,0.698262243,11679,53474.77,13018
1062,Texas A & M International University,965100,6,905,0.5662,0.4093,0.4801,2263,8255,0.721549637,9152.5,43910.56,9087
1063,LeTourneau University,358400,6,1158,0.3333,0.5276,0.454834,2708,6482,0.734774067,19000,63985.71,21098
1064,Lubbock Christian University,358600,6,1018,0.3537,0.7867,0.960784,1511,6295,0.821428571,17521,51468.15,21152
1065,University of Mary Hardin-Baylor,358800,6,1047,0.4129,0.6656,0.803971,2401,7538,0.80431433,16739,62566.96,23676
1066,McMurry University,359100,6,887,0.4786,0.6919,0.533382,1344,5919,0.796460177,14000,52571.87,20989
1067,Midwestern State University,359200,6,1002,0.389,0.5208,0.759986,5151,7600,0.777777778,13761,57712.44,9516
1068,University of North Texas,359400,6,1093,0.3644,0.5564,0.70147,21059,10381,0.776476666,13709,72891.36,12784
1069,Northwood University-Texas,407221,6,1026,0.554,0.9065,0.694407,1014,7525,0.698630137,18494.5,64809.96,32666
1070,Our Lady of the Lake University,359800,6,920,0.5812,0.7524,0.681015,2233,6816,0.634844869,15000,52505.04,16493
1071,The University of Texas Rio Grande Valley,359900,6,924,0.642,0.3628,0.822419,11186,7893,0.68113879,7250.5,35906.7,4250
1072,Paul Quinn College,360200,6,772,0.9963,0.9963,0.598705,674,5128,0.369565217,7250,52585.23,17948
1073,Prairie View A & M University,363000,6,857,0.6604,0.7689,0.859483,5285,7364,0.600896861,16229,57579.55,11029
1074,Rice University,360400,6,1482,0.1546,0.1666,0.159601,2692,14946,0.936555891,9976,77707.58,21024
1075,Saint Edward's University,362100,6,1135,0.3477,0.5518,0.774533,3105,8262,0.782250686,21500,71197.81,20034
1076,University of St Thomas,365400,6,1103,0.3296,0.398,0.78032,1904,6866,0.725806452,15750,71790.89,20348
1077,Sam Houston State University,360600,6,997,0.4306,0.5672,0.727115,10855,7410,0.763497847,15500,63900.24,12887
1078,Schreiner University,361000,6,997,0.4435,0.6921,0.901379,751,6145,0.690298508,14250,58273.81,19962
1079,St. Mary's University,362300,6,1038,0.4983,0.655,0.551955,2618,10069,0.766778524,24000,56236.53,17691
1080,Southern Methodist University,361300,6,1330,0.1516,0.2849,0.489532,5662,11969,0.862559242,19000,82038.46,32580
1081,Southwestern Assemblies of God University,361600,6,949,0.5432,0.7641,0.279644,1666,5318,0.745454546,14250,59789.49,24819
1082,Southwestern University,362000,6,1168,0.2653,0.528,0.442184,1309,7795,0.926530612,23250,75446.44,22573
1083,Stephen F Austin State University,362400,6,1001,0.4165,0.5835,0.615709,10246,7365,0.796472185,16750,60702.32,15473
1084,Texas State University,361500,6,1038,0.35,0.53,0.708416,19412,7855,0.737024854,14000,66830.13,14676
1085,Southwestern Adventist University,361900,6,904,0.5282,0.6738,0.485095,1156,6175,0.704545455,14625,57388.77,19125
1086,Sul Ross State University,362500,6,842,0.5847,0.5436,0.79965,1990,5956,0.607843137,9139,40704.93,13042
1087,Tarleton State University,363100,6,959,0.398,0.5674,0.496667,6222,7551,0.785365854,12950,55170.11,15364
1088,Texas A & M University-Kingsville,363900,6,937,0.5357,0.5912,0.823666,4822,7627,0.689497717,12500,45266.24,12602
1089,Texas A & M University-College Station,363200,6,1212,0.2173,0.3265,0.666426,36229,10789,0.913114511,15259.5,67194.13,13426
1090,The University of Texas at Arlington,365600,6,1038,0.3748,0.4577,0.663636,15449,8790,0.769555339,12000,66876.51,14059
1091,The University of Texas at Austin,365800,6,1297,0.2476,0.3614,0.392362,38162,11472,0.8832021,20664,72284.1,17742
1092,The University of Texas at Dallas,974100,6,1265,0.3548,0.5022,0.614844,6560,12287,0.809980806,13750,79361.13,12940
1093,The University of Texas at El Paso,366100,6,933,0.5878,0.4421,0.99986,12955,8628,0.723130841,11184.5,46777.52,6638
